dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i
87dbf377-6afd-4349-bb4a-f6e7e92b56ec,"Addresses Green County, Wisconsin, 2015","This point data layer represents addresses for Green County, Wisconsin in 2015. It is a feature class within the geodatabase, Green_Addresses_2015.gdb. [To be used by Green County Sheriff's Dispatcher's through their third party E911 dispatching and reporting system created by Spillman Technologies. Data created in conjunction with State E911 update grant. Features were derived from a variety of sources including deeds, descriptions, subdivision maps, certified survey maps, easements, and right of way maps. These source materials were of varying scale and date. This coverage provides a representation of the geometry and topology of tax parcels within the County, and is suitable as a reference layer within the County's GIS.]",[u'Green County'],[u'Green County'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Green_Addresses_2015.zip"",""http://schema.org/url"":""http://www.co.green.wi.gov/localgov_departments_details.asp?deptid=115&locid=148"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/87dbf377-6afd-4349-bb4a-f6e7e92b56ec/formatters/xml""}",87dbf377-6afd-4349-bb4a-f6e7e92b56ec,Point,2018-01-04T22:37:26Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,1/1/15,2015,"[u'Green County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.839647, -89.365481, 42.857444, 42.500427)","42.6789355,-89.602564",2015
0aa0ceb4-836e-4c78-b988-b34117e7f19d,"Parcels Milwaukee County, Wisconsin, 2017","This is the final deliverable for the Version 3 Statewide Parcel Map Database Project (V3). This feature class represents a comprehensive, spatially referenced collection of parcel geometries as recognized by local-level governments within the State of Wisconsin (the feature class is aggregated from county level and municipal-level data). See the V3 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: http://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and here: http://www.sco.wisc.edu/parcels/data/assets/V3/V3_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Change logand known issuescan be found here: http://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",[u'Wisconsin Department of Administration'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Milwaukee_Parcels_2017.zip"",""http://schema.org/url"":""http://www.sco.wisc.edu/parcels/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/0aa0ceb4-836e-4c78-b988-b34117e7f19d/formatters/xml""}",0aa0ceb4-836e-4c78-b988-b34117e7f19d,Polygon,2018-01-04T22:38:17Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Land ownership', u'Real property']",Wisconsin Counties Open Data,7/31/17,2017,"[u'Milwaukee County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.079688, -87.81277, 43.195139, 42.838992)","43.0170655,-87.946229",2017
23EA4B57-D4B5-4A43-BB6F-FB0BB901C354,"Trails Langlade County, Wisconsin, 2017","This line data layer represents trails for Langlade County, Wisconsin in 2017. It is a feature class within the geodatabase Langlade_Trails_2017.gdb.",[u'Langlade County Land Records Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Langlade_Trails_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/23EA4B57-D4B5-4A43-BB6F-FB0BB901C354/formatters/xml""}",23EA4B57-D4B5-4A43-BB6F-FB0BB901C354,Line,2018-01-04T22:39:40Z,Geodatabase,English,Dataset,"[u'Society', u'Recreation', u'Trails']",Wisconsin Counties Open Data,3/31/17,2017,"[u'Langlade County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.428264, -88.638142, 45.470895, 45.028858)","45.2498765,-89.033203",2017
45338723-5BF7-4517-A88E-042DA2CB7E28,"Parks Portage County, Wisconsin, YE2016","This polygon data layer represents parks for Potage County, Wisconsin at year-end 2016. It is a feature class within the geodatabase, Portage_Parks_YE2016.gdb.[Polygons that represent the boundary or management area for significant facilities in a community. Examples include schools, government facilities, stadiums, casinos, and fire stations. Additional information about each Facility can be organized in to seperate tables and related to these locations using the FacilityID key. The feature classification and type schema for the facility sites grew out of work with the Department of Homeland Security s HSIP Program and has evolved to support a diverse set of facilities inventoried for a variety of uses by a local government.]",[u'Portage County Planning and Zoning'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Portage_Parks_YE2016.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/45338723-5BF7-4517-A88E-042DA2CB7E28/formatters/xml""}",45338723-5BF7-4517-A88E-042DA2CB7E28,Polygon,2018-01-04T22:39:26Z,Geodatabase,English,Dataset,"[u'Society', u'Parks', u'Open spaces', u'Recreation']",Wisconsin Counties Open Data,4/24/17,2016,"[u'Portage County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.845328, -89.222441, 44.685361, 44.252639)","44.469,-89.5338845",2016
E7B5E86A-2D5A-406C-B004-8D63619CD31E,"Addresses Oneida County, Wisconsin 2016","This point data layer represents addresses for Oneida County, Wisconsin in 2016. It is a feature class within the geodatabase, Oneida_Addresses_2016.gdb. The features within this geodatabase include 'BuildingPoint', and 'DrivePoint.'",[u'Oneida County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Oneida_Addresses_2016.zip"",""http://schema.org/url"":""http://oneida.ncwrpc.info/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/E7B5E86A-2D5A-406C-B004-8D63619CD31E/formatters/xml""}",E7B5E86A-2D5A-406C-B004-8D63619CD31E,Point,2018-01-04T22:39:15Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,6/29/16,2016,"[u'Oneida County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.046417, -89.043003, 45.901216, 45.466049)","45.6836325,-89.54471",2016
7d911bec-7ca6-4581-b7b7-cab6a25d5685,"Transportation Milwaukee County, Wisconsin, YE2016","These data layers represent roads and right of ways (ROW) for Milwaukee County, Wisconsin in YE2016. They are feature classes within the geodatabase Milwaukee_Transportation_YE2016.",[u'Milwaukee County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Milwaukee_Transportation_YE2016.zip"",""http://schema.org/url"":""http://county.milwaukee.gov/mclio/geodata.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/7d911bec-7ca6-4581-b7b7-cab6a25d5685/formatters/xml""}",7d911bec-7ca6-4581-b7b7-cab6a25d5685,Line,2018-01-04T22:38:56Z,Geodatabase,English,Dataset,"[u'Transportation', u'Roads', u'Streets', u'Right of Way', u'ROW']",Wisconsin Counties Open Data,4/20/17,2016,"[u'Milwaukee County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.076852, -87.817516, 43.199771, 42.839709)","43.01974,-87.947184",2016
4D133896-B520-48A2-BB4F-3E011258AF49,"Zoning Dodge County, Wisconsin, 2017","These polygon data layers represent zoning for Dodge County, Wisconsin in 2017. It is a feature class within the geodatabase Dodge_Zoning_2017.gdb Zoning features included in this geodatabase are: 'AIRPORT', 'FARMLAND', 'FLOODPLAIN', 'GENERAL', and 'SHORELAND'.",[u'Dodge County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Dodge_Zoning_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4D133896-B520-48A2-BB4F-3E011258AF49/formatters/xml""}",4D133896-B520-48A2-BB4F-3E011258AF49,Polygon,2018-01-04T22:37:51Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Zoning']",Wisconsin Counties Open Data,3/14/17,2017,"[u'Dodge County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.013997, -88.394707, 43.637816, 43.190911)","43.4143635,-88.704352",2017
93c71ebf-3269-400e-8fb0-fac4e71d643f,"Hydro (Line) Oneida County, Wisconsin, 2014","This line data layer represents hydrography for Oneida County, Wisconsin in 2014. It is a feature class within the geodatabase, Oneida_HydroLine_2014.gdb.",[u'Oneida County Land Information Office'],[u'Oneida County Land Information Office'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Oneida_HydroLine_2014.zip"",""http://schema.org/url"":""http://oneida.ncwrpc.info/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/93c71ebf-3269-400e-8fb0-fac4e71d643f/formatters/xml""}",93c71ebf-3269-400e-8fb0-fac4e71d643f,Line,2018-01-04T22:39:48Z,Geodatabase,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Counties Open Data,1/1/14,2014,"[u'Oneida County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.046252, -89.043329, 45.900616, 45.465491)","45.6830535,-89.5447905",2014
766CE59B-A21C-4E78-8662-264EF6B31597,"Parks St Croix County, Wisconsin, 2016","This polygon data layer represents parks for St. Croix County, Wisconsin in 2016. It is a feature class within the geodatabase, St_Croix_Parks_2016.gdb. [Polygons that represent the boundary or management area for significant facilities in a community. Examples include schools, government facilities, stadiums, casinos, and fire stations. Additional information about each Facility can be organized in to seperate tables and related to these locations using the FacilityID key. The feature classification and type schema for the facility sites grew out of work with the Department of Homeland Security's HSIP Program and has evolved to support a diverse set of facilities inventoried for a variety of uses by a local government.]",[u'St. Croix County Planning and Land Information'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/St_Croix_Parks_2016.zip"",""http://schema.org/url"":""http://sccgis-scccdd.opendata.arcgis.com/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/766CE59B-A21C-4E78-8662-264EF6B31597/formatters/xml""}",766CE59B-A21C-4E78-8662-264EF6B31597,Polygon,2018-01-04T22:39:46Z,Geodatabase,English,Dataset,"[u'Society', u'Parks', u'Open spaces', u'Recreation']",Wisconsin Counties Open Data,3/24/17,2016,"[u'St. Croix County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.800854, -92.133078, 45.210151, 44.857746)","45.0339485,-92.466966",2016
4001B1F3-17D1-4C4A-9AC6-4C769CCD8C92,"Zoning Dodge County, Wisconsin 2016","This polygon data layer represents zoning for Dodge County, Wisconsin in 2016. It is a feature dataset within the geodatabase, Dodge_Zoning_2016.gdb. This feature dataset includes the feature layers 'GENERAL', 'FARMLAND', 'SHORELAND', and 'FLOODPLAIN'.",[u'Dodge County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Dodge_Zoning_2016.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4001B1F3-17D1-4C4A-9AC6-4C769CCD8C92/formatters/xml""}",4001B1F3-17D1-4C4A-9AC6-4C769CCD8C92,Polygon,2018-01-04T22:37:23Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Zoning']",Wisconsin Counties Open Data,6/27/16,2016,"[u'Dodge County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.010266, -88.399797, 43.634172, 43.195059)","43.4146155,-88.7050315",2016
a027e55a-a4c4-4dd9-8c61-967e53218afc,"Parcels Marathon County, Wisconsin, 2017","This is the final deliverable for the Version 3 Statewide Parcel Map Database Project (V3). This feature class represents a comprehensive, spatially referenced collection of parcel geometries as recognized by local-level governments within the State of Wisconsin (the feature class is aggregated from county level and municipal-level data). See the V3 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: http://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and here: http://www.sco.wisc.edu/parcels/data/assets/V3/V3_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Change logand known issuescan be found here: http://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",[u'Wisconsin Department of Administration'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Marathon_Parcels_2017.zip"",""http://schema.org/url"":""http://www.sco.wisc.edu/parcels/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/a027e55a-a4c4-4dd9-8c61-967e53218afc/formatters/xml""}",a027e55a-a4c4-4dd9-8c61-967e53218afc,Polygon,2018-01-04T22:37:45Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Land ownership', u'Real property']",Wisconsin Counties Open Data,7/31/17,2017,"[u'Marathon County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.318983, -89.217882, 45.121251, 44.680559)","44.900905,-89.7684325",2017
AE42856F-F613-45FF-ADFD-3869645AB543,"Addresses Sauk County, Wisconsin, YE2016","This point data layer represents addresses for Sauk County, Wisconsin at year-end 2016. It is a feature class within the geodatabase, Sauk_Addresses_YE2016.gdb.[Site address points represent the location of site or service delivery addresses assigned by local governments.]",[u'Sauk County Land Information/GIS Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Sauk_Addresses_YE2016.zip"",""http://schema.org/url"":""http://data-saukgis.opendata.arcgis.com/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/AE42856F-F613-45FF-ADFD-3869645AB543/formatters/xml""}",AE42856F-F613-45FF-ADFD-3869645AB543,Point,2018-01-04T22:37:46Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,3/23/17,2016,"[u'Sauk County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.312415, -89.599291, 43.644105, 43.148456)","43.3962805,-89.955853",2016
b2491205-9330-4e48-92b0-0960e77001ce,"Parcels Kenosha County, Wisconsin, 2017","This is the final deliverable for the Version 3 Statewide Parcel Map Database Project (V3). This feature class represents a comprehensive, spatially referenced collection of parcel geometries as recognized by local-level governments within the State of Wisconsin (the feature class is aggregated from county level and municipal-level data). See the V3 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: http://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and here: http://www.sco.wisc.edu/parcels/data/assets/V3/V3_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Change logand known issuescan be found here: http://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",[u'Wisconsin Department of Administration'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Kenosha_Parcels_2017.zip"",""http://schema.org/url"":""http://www.sco.wisc.edu/parcels/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/b2491205-9330-4e48-92b0-0960e77001ce/formatters/xml""}",b2491205-9330-4e48-92b0-0960e77001ce,Polygon,2018-01-04T22:36:48Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Land ownership', u'Real property']",Wisconsin Counties Open Data,7/31/17,2017,"[u'Kenosha County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.309131, -87.79551, 42.676279, 42.486145)","42.581212,-88.0523205",2017
8A04AC6F-B22E-41FD-8B44-51A6384FE97F,"Hydro (Line) Trempealeau County, Wisconsin 2016","This line data layer represents hydrography for Trempealeau County, Wisconsin in 2016. It is a feature class within the geodatabase, Trempealeau_HydroLine_2016.gdb. The features included in this geodatabase are 'DNR_Hydro_Flowline_24k', 'Streams', and 'Water_Line'.",[u'Trempealeau County Land Records                  Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Trempealeau_HydroLine_2016.zip"",""http://schema.org/url"":""http://tremplocounty.com/tchome/landrecords/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8A04AC6F-B22E-41FD-8B44-51A6384FE97F/formatters/xml""}",8A04AC6F-B22E-41FD-8B44-51A6384FE97F,Line,2018-01-04T22:39:40Z,Geodatabase,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Counties Open Data,6/1/16,2016,"[u'Trempealeau County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-91.624078, -91.126478, 44.609247, 43.965799)","44.287523,-91.375278",2016
9409DDDC-3FE6-4F4C-8C06-0BBA9038D81F,"Roads Marinette County, Wisconsin, 2017","This line data layer represents roads for Marinette County, Wisconsin in 2017.[This data layer is a centerline Personal Geodatabase Feature Class of the roads in Marinette County. Data is referenced to the Marinette County Coordinate System, North American Datum 1983 with the 1991 adjustment (NAD83/91).]",[u'Marinette County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Marinette_Roads_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/9409DDDC-3FE6-4F4C-8C06-0BBA9038D81F/formatters/xml""}",9409DDDC-3FE6-4F4C-8C06-0BBA9038D81F,Line,2018-01-04T22:38:46Z,Shapefile,English,Dataset,"[u'Transportation', u'Roads', u'Streets']",Wisconsin Counties Open Data,3/16/17,2017,"[u'Marinette County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.445787, -87.558634, 45.800479, 44.963076)","45.3817775,-88.0022105",2017
CE88DE4F-FD42-420C-8687-01F293A714F5,"Hydro (Polygon and Line)  Eau Claire County, Wisconsin, 2017","These polygon and line data layers represent hydrography for Eau Claire County, Wisconsin in 2017. They are feature classes within the geodatabase, EauClaire_Hydro_2017.gdb. The features included in this geodatabase are 'Hydro_Anno', 'Hydro_arc', and 'Hydro_poly'.",[u'Eau Claire County Land Information                  Division'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/EauClaire_Hydro_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/CE88DE4F-FD42-420C-8687-01F293A714F5/formatters/xml""}",CE88DE4F-FD42-420C-8687-01F293A714F5,Polygon,2018-01-04T22:37:38Z,Geodatabase,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Counties Open Data,6/29/17,2017,"[u'Eau Claire County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-91.657742, -90.918125, 44.864224, 44.588316)","44.72627,-91.2879335",2017
5C73599A-44A9-4598-85E1-3DDF20ED6558,"Roads Dodge County, Wisconsin 2016","This line data layer represents roads for Dodge County, Wisconsin in 2016.",[u'Dodge County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Dodge_Roads_2016.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/5C73599A-44A9-4598-85E1-3DDF20ED6558/formatters/xml""}",5C73599A-44A9-4598-85E1-3DDF20ED6558,Line,2018-01-04T22:37:28Z,Shapefile,English,Dataset,"[u'Transportation', u'Roads', u'Streets']",Wisconsin Counties Open Data,6/27/16,2016,"[u'Dodge County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.010266, -88.399797, 43.634172, 43.195059)","43.4146155,-88.7050315",2016
DFCF0ECE-3DCA-41E8-8134-74844D3EE209,"Parks Dodge County, Wisconsin, 2017","This polygon data layer represents parks for Dodge County, Wisconsin in 2017.",[u'Dodge County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Dodge_Parks_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/DFCF0ECE-3DCA-41E8-8134-74844D3EE209/formatters/xml""}",DFCF0ECE-3DCA-41E8-8134-74844D3EE209,Polygon,2018-01-04T22:38:55Z,Shapefile,English,Dataset,"[u'Society', u'Parks', u'Recreation', u'Open spaces']",Wisconsin Counties Open Data,3/14/17,2017,"[u'Dodge County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.010266, -88.399797, 43.634172, 43.195059)","43.4146155,-88.7050315",2017
68575AEA-AE51-4AB1-9E3F-4FFBAF1C78CC,"Trails St Croix County, Wisconsin, 2016","This line data layer represents trails for St. Croix County, Wisconsin in 2016. It is a feature class within the geodatabase, St_Croix_Trails_2016.gdb. [A trail or path used for walking, cycling, hiking or other form of non-vehicular transportation. In some cases, other forms of motorized transportation may be permitted on a regular or seasonal basis.]",[u'St. Croix County Planning and Land Information'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/St_Croix_Trails_2016.zip"",""http://schema.org/url"":""http://sccgis-scccdd.opendata.arcgis.com/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/68575AEA-AE51-4AB1-9E3F-4FFBAF1C78CC/formatters/xml""}",68575AEA-AE51-4AB1-9E3F-4FFBAF1C78CC,Line,2018-01-04T22:37:18Z,Geodatabase,English,Dataset,"[u'Society', u'Recreation', u'Trails']",Wisconsin Counties Open Data,3/24/17,2016,"[u'St. Croix County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.800854, -92.133078, 45.210151, 44.857746)","45.0339485,-92.466966",2016
2D8A941C-25EB-476A-94D8-D11475D41169,"Zoning Kewaunee County, Wisconsin, 2017","This polygon data layer represents shoreland zoning for Kewaunee County, Wisconsin in 2017. It is a feature class within the geodatabase Kewaunee_Zoning_2017.gdb.",[u'Kewaunee County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Kewaunee_Zoning_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/2D8A941C-25EB-476A-94D8-D11475D41169/formatters/xml""}",2D8A941C-25EB-476A-94D8-D11475D41169,Polygon,2018-01-04T22:37:40Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Zoning']",Wisconsin Counties Open Data,3/28/17,2017,"[u'Kewaunee County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-87.774447, -87.376468, 44.683298, 44.319692)","44.501495,-87.5754575",2017
29f40582-52be-4b8d-9ebf-469f85cd8ed8,"Parcels Buffalo County, Wisconsin, 2017","This is the final deliverable for the Version 3 Statewide Parcel Map Database Project (V3). This feature class represents a comprehensive, spatially referenced collection of parcel geometries as recognized by local-level governments within the State of Wisconsin (the feature class is aggregated from county level and municipal-level data). See the V3 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: http://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and here: http://www.sco.wisc.edu/parcels/data/assets/V3/V3_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Change logand known issuescan be found here: http://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",[u'Wisconsin Department of Administration'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Buffalo_Parcels_2017.zip"",""http://schema.org/url"":""http://www.sco.wisc.edu/parcels/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/29f40582-52be-4b8d-9ebf-469f85cd8ed8/formatters/xml""}",29f40582-52be-4b8d-9ebf-469f85cd8ed8,Polygon,2018-01-04T22:37:41Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Land ownership', u'Real property']",Wisconsin Counties Open Data,7/31/17,2017,"[u'Buffalo County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.090674, -91.514972, 44.603964, 44.039909)","44.3219365,-91.802823",2017
6B01184C-CF0C-44EE-B416-3C0844614C27,"Addresses Milwaukee County, Wisconsin, YE2016","This point data layer represents addresses for Milwaukee County, Wisconsin in YE2016. It is a feature class within the geodatabase Milwaukee_Addresses_YE2016.[points representing locations of addresses - points are placed within the parcel with which the address is associated - when possible, points are placed within the footprint of the building with which the address is associated - when a parcel or building is associated with multiple addresses, multiple points will be placed per parcel or building ]",[u'Milwaukee County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Milwaukee_Addresses_YE2016.zip"",""http://schema.org/url"":""http://county.milwaukee.gov/mclio/geodata.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/6B01184C-CF0C-44EE-B416-3C0844614C27/formatters/xml""}",6B01184C-CF0C-44EE-B416-3C0844614C27,Point,2018-01-04T22:38:49Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,4/20/17,2016,"[u'Milwaukee County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.076852, -87.817516, 43.199771, 42.839709)","43.01974,-87.947184",2016
369EC636-0712-4114-A051-544C860347E1,"Public Lands Polk County, Wisconsin, 2017","This polygon data layer represents public lands for Polk County, Wisconsin in 2017. It is a feature class within the geodatabase, 'Polk_PublicLands_2017.gdb'.",[u'Polk County Department of Land Information'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Polk_PublicLands_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/369EC636-0712-4114-A051-544C860347E1/formatters/xml""}",369EC636-0712-4114-A051-544C860347E1,Polygon,2018-01-04T22:38:15Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Public Lands', u'Planning']",Wisconsin Counties Open Data,3/18/17,2017,"[u'Polk County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.889012, -92.15299, 45.72775, 45.208501)","45.4681255,-92.521001",2017
EA2B0EC1-2E5F-4EED-8378-E64EFE5242E2,"Buildings Douglas County, Wisconsin 2009","This point data layer represents buildings for Douglas County, Wisconsin in 2009.",[u'Douglas County Land Records Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Douglas_Buildings_2009.zip"",""http://schema.org/url"":""http://www.ci.superior.wi.us/474/Geospatial-Data-GIS"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/EA2B0EC1-2E5F-4EED-8378-E64EFE5242E2/formatters/xml""}",EA2B0EC1-2E5F-4EED-8378-E64EFE5242E2,Point,2018-01-04T22:40:20Z,Shapefile,English,Dataset,"[u'Structure', u'Buildings']",Wisconsin Counties Open Data,1/1/09,2009,"[u'Douglas County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.297693, -91.547276, 46.757784, 46.156631)","46.4572075,-91.9224845",2009
