"Dublin Core:Alternative Title","Dublin Core:Abstract","Dublin Core:Table Of Contents","Dublin Core:Date Available","Dublin Core:Date Created","Dublin Core:Date Accepted","Dublin Core:Date Copyrighted","Dublin Core:Date Submitted","Dublin Core:Date Issued","Dublin Core:Date Modified","Dublin Core:Date Valid","Dublin Core:Access Rights","Dublin Core:License","Dublin Core:Conforms To","Dublin Core:Has Format","Dublin Core:Has Part","Dublin Core:Has Version","Dublin Core:Is Format Of","Dublin Core:Is Part Of","Dublin Core:Is Referenced By","Dublin Core:Is Replaced By","Dublin Core:Is Required By","Dublin Core:Is Version Of","Dublin Core:References","Dublin Core:Replaces","Dublin Core:Requires","Dublin Core:Extent","Dublin Core:Medium","Dublin Core:Bibliographic Citation","Dublin Core:Spatial Coverage","Dublin Core:Temporal Coverage","Dublin Core:Accrual Method","Dublin Core:Accrual Periodicity","Dublin Core:Accrual Policy","Dublin Core:Audience","Dublin Core:Audience Education Level","Dublin Core:Mediator","Dublin Core:Instructional Method","Dublin Core:Provenance","Dublin Core:Rights Holder","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Interviewer","Item Type Metadata:Interviewee","Item Type Metadata:Location","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:Duration","Item Type Metadata:Compression","Item Type Metadata:Producer","Item Type Metadata:Director","Item Type Metadata:Bit Rate/Frequency","Item Type Metadata:Time Summary","Item Type Metadata:Email Body","Item Type Metadata:Subject Line","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:CC","Item Type Metadata:BCC","Item Type Metadata:Number of Attachments","Item Type Metadata:Standards","Item Type Metadata:Objectives","Item Type Metadata:Materials","Item Type Metadata:Lesson Plan Text","Item Type Metadata:URL","Item Type Metadata:Event Type","Item Type Metadata:Participants","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Occupation","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","GeoBlacklight:Layer ID",GeoBlacklight:UUID,GeoBlacklight:Slug,"GeoBlacklight:Geometry Type","GeoBlacklight:Layer Modified Date","GeoBlacklight:Bounding Box",GeoBlacklight:Centroid,"GeoBlacklight:Solr Geometry","GeoBlacklight:Apache Solr Bounding Box","GeoBlacklight:Solr Year","GeoBlacklight:Information Page",GeoBlacklight:Thumbnail,"GeoBlacklight:Download File","GeoBlacklight:Esri Rest Service","GeoBlacklight:Web Map Service","GeoBlacklight:Open Index Map",tags,file,itemType,collection,public,featured
"High-Resolution Land Cover Chesapeake Bay Watershed - Delaware",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Baywide_LandCover.xml,"4351178: Chesapeake Bay Basin (stream, lake, ...), Maryland, United States",2016,,,,,,,,"Penn State",,"High-Resolution Land Cover Chesapeake Bay Watershed - Delaware","Imagery and Base Maps","High-resolution land cover dataset for the Commonwealth of Pennsylvania. Twelve land cover classes were mapped:0 - Background1 - Water2 - Emergent Wetlands3 - Tree Canopy4 - Scrub/Shrub5 - Low Vegetation6 - Barren7 - Structures8 - Other Impervious Surfaces9 - Roads10 - Tree Canopy over Structures11 - Tree Canopy over Other Impervious Surfaces12 - Tree Canopy over RoadsThe complete class definitions and standards can be viewed at the link below.http://goo.gl/THacggThe primary sources used to derive this land-cover layer were 2006-2008 leaf-off LiDAR data, 2005-2008 leaf-off orthoimagery, and 2013 leaf-on orthoimagery. Ancillary data sources such as LiDAR-derived breaklines for roads and hydrology were used to augment the land-cover mapping. This land-cover dataset is considered current based on data of acquisition for the leaf-on orthoimagery. Land-cover class assignment was accomplished using a rule-based expert system embedded within an object-based framework. Object-based image analysis techniques (OBIA) work by grouping pixels into meaningful objects based on their spectral and spatial properties, while taking into account boundaries imposed by existing vector datasets. Within the OBIA environment a rule-based expert system was designed to effectively mimic the process of manual image analysis by incorporating the elements of image interpretation (color/tone, texture, pattern, location, size, and shape) into the classification process. A series of morphological procedures were employed to insure that the end product is both accurate and cartographically pleasing. Following the automated OBIA mapping a detailed manual review of the dataset was carried out at a scale of 1:3000 and all observable errors were corrected.This dataset was developed to support land-cover mapping and modeling initiatives in the Chesapeake Bay Watershed and Delaware River Basin. At the time of its publication, it represented the most accurate and detailed land cover map for the Pennsylvania portion of the Chesapeake Bay Watershed",,,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,877ada6e-6126-479e-b94b-ec194f2d242b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877ada6e-6126-479e-b94b-ec194f2d242b,,Mixed,,"-81.146584,36.212922,-73.273577,44.778215","40.4955685,-77.2100805",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3194,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3194,,,,,,Dataset,"08a-01 PASDA",0,0
"High-Resolution Land Cover Chesapeake Bay Watershed - West Virgina",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Baywide_LandCover.xml,"4351178: Chesapeake Bay Basin (stream, lake, ...), Maryland, United States",2016,,,,,,,,"Penn State",,"High-Resolution Land Cover Chesapeake Bay Watershed - West Virgina","Imagery and Base Maps","High-resolution land cover dataset for the Chesapeke Bay Watershed. Twelve land cover classes were mapped:0 - Background1 - Water2 - Emergent Wetlands3 - Tree Canopy4 - Scrub/Shrub5 - Low Vegetation6 - Barren7 - Structures8 - Other Impervious Surfaces9 - Roads10 - Tree Canopy over Structures11 - Tree Canopy over Other Impervious Surfaces12 - Tree Canopy over Roads. The complete class definitions and standards can be viewed at the link below.http://goo.gl/THacgg. The primary sources used to derive this land-cover layer were 2006-2008 leaf-off LiDAR data, 2005-2008 leaf-off orthoimagery, and 2013 leaf-on orthoimagery. Ancillary data sources such as LiDAR-derived breaklines for roads and hydrology were used to augment the land-cover mapping. This land-cover dataset is considered current based on data of acquisition for the leaf-on orthoimagery. Land-cover class assignment was accomplished using a rule-based expert system embedded within an object-based framework. Object-based image analysis techniques (OBIA) work by grouping pixels into meaningful objects based on their spectral and spatial properties, while taking into account boundaries imposed by existing vector datasets. Within the OBIA environment a rule-based expert system was designed to effectively mimic the process of manual image analysis by incorporating the elements of image interpretation (color/tone, texture, pattern, location, size, and shape) into the classification process. A series of morphological procedures were employed to insure that the end product is both accurate and cartographically pleasing. Following the automated OBIA mapping a detailed manual review of the dataset was carried out at a scale of 1:3000 and all observable errors were corrected.",,,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,d010e039-7545-49d0-9f86-7fa4c7d1e462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d010e039-7545-49d0-9f86-7fa4c7d1e462,,Mixed,,"-81.146584,36.212922,-73.273577,44.778215","40.4955685,-77.2100805",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3198,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3198,,,,,,Dataset,"08a-01 PASDA",0,0
"High-Resolution Land Cover Chesapeake Bay Watershed - Washington, D.C.",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Baywide_LandCover.xml,"4351178: Chesapeake Bay Basin (stream, lake, ...), Maryland, United States",2016,,,,,,,,"Penn State",,"High-Resolution Land Cover Chesapeake Bay Watershed - Washington, D.C.","Imagery and Base Maps","High-resolution land cover dataset for the Chesapeke Bay Watershed. Twelve land cover classes were mapped:0 - Background1 - Water2 - Emergent Wetlands3 - Tree Canopy4 - Scrub/Shrub5 - Low Vegetation6 - Barren7 - Structures8 - Other Impervious Surfaces9 - Roads10 - Tree Canopy over Structures11 - Tree Canopy over Other Impervious Surfaces12 - Tree Canopy over Roads. The complete class definitions and standards can be viewed at the link below.http://goo.gl/THacgg. The primary sources used to derive this land-cover layer were 2006-2008 leaf-off LiDAR data, 2005-2008 leaf-off orthoimagery, and 2013 leaf-on orthoimagery. Ancillary data sources such as LiDAR-derived breaklines for roads and hydrology were used to augment the land-cover mapping. This land-cover dataset is considered current based on data of acquisition for the leaf-on orthoimagery. Land-cover class assignment was accomplished using a rule-based expert system embedded within an object-based framework. Object-based image analysis techniques (OBIA) work by grouping pixels into meaningful objects based on their spectral and spatial properties, while taking into account boundaries imposed by existing vector datasets. Within the OBIA environment a rule-based expert system was designed to effectively mimic the process of manual image analysis by incorporating the elements of image interpretation (color/tone, texture, pattern, location, size, and shape) into the classification process. A series of morphological procedures were employed to insure that the end product is both accurate and cartographically pleasing. Following the automated OBIA mapping a detailed manual review of the dataset was carried out at a scale of 1:3000 and all observable errors were corrected.",,,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,3636893a-f5ff-42bb-8e05-669c74414b9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3636893a-f5ff-42bb-8e05-669c74414b9d,,Mixed,,"-81.146584,36.212922,-73.273577,44.778215","40.4955685,-77.2100805",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3195,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3195,,,,,,Dataset,"08a-01 PASDA",0,0
"High-Resolution Land Cover Chesapeake Bay Watershed - New York",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Baywide_LandCover.xml,"4351178: Chesapeake Bay Basin (stream, lake, ...), Maryland, United States",2016,,,,,,,,"Penn State",,"High-Resolution Land Cover Chesapeake Bay Watershed - New York","Imagery and Base Maps","High-resolution land cover dataset for the Chesapeke Bay Watershed. Twelve land cover classes were mapped:0 - Background1 - Water2 - Emergent Wetlands3 - Tree Canopy4 - Scrub/Shrub5 - Low Vegetation6 - Barren7 - Structures8 - Other Impervious Surfaces9 - Roads10 - Tree Canopy over Structures11 - Tree Canopy over Other Impervious Surfaces12 - Tree Canopy over Roads. The complete class definitions and standards can be viewed at the link below.http://goo.gl/THacgg. The primary sources used to derive this land-cover layer were 2006-2008 leaf-off LiDAR data, 2005-2008 leaf-off orthoimagery, and 2013 leaf-on orthoimagery. Ancillary data sources such as LiDAR-derived breaklines for roads and hydrology were used to augment the land-cover mapping. This land-cover dataset is considered current based on data of acquisition for the leaf-on orthoimagery. Land-cover class assignment was accomplished using a rule-based expert system embedded within an object-based framework. Object-based image analysis techniques (OBIA) work by grouping pixels into meaningful objects based on their spectral and spatial properties, while taking into account boundaries imposed by existing vector datasets. Within the OBIA environment a rule-based expert system was designed to effectively mimic the process of manual image analysis by incorporating the elements of image interpretation (color/tone, texture, pattern, location, size, and shape) into the classification process. A series of morphological procedures were employed to insure that the end product is both accurate and cartographically pleasing. Following the automated OBIA mapping a detailed manual review of the dataset was carried out at a scale of 1:3000 and all observable errors were corrected.",,,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,39acae65-c7f9-43b7-ba71-b04576682fcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39acae65-c7f9-43b7-ba71-b04576682fcd,,Mixed,,"-81.146584,36.212922,-73.273577,44.778215","40.4955685,-77.2100805",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3197,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3197,,,,,,Dataset,"08a-01 PASDA",0,0
"High-Resolution Land Cover Chesapeake Bay Watershed - Maryland",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Baywide_LandCover.xml,"4351178: Chesapeake Bay Basin (stream, lake, ...), Maryland, United States",2016,,,,,,,,"Penn State",,"High-Resolution Land Cover Chesapeake Bay Watershed - Maryland","Imagery and Base Maps","High-resolution land cover dataset for the Chesapeke Bay Watershed. Twelve land cover classes were mapped:0 - Background1 - Water2 - Emergent Wetlands3 - Tree Canopy4 - Scrub/Shrub5 - Low Vegetation6 - Barren7 - Structures8 - Other Impervious Surfaces9 - Roads10 - Tree Canopy over Structures11 - Tree Canopy over Other Impervious Surfaces12 - Tree Canopy over Roads. The complete class definitions and standards can be viewed at the link below.http://goo.gl/THacgg. The primary sources used to derive this land-cover layer were 2006-2008 leaf-off LiDAR data, 2005-2008 leaf-off orthoimagery, and 2013 leaf-on orthoimagery. Ancillary data sources such as LiDAR-derived breaklines for roads and hydrology were used to augment the land-cover mapping. This land-cover dataset is considered current based on data of acquisition for the leaf-on orthoimagery. Land-cover class assignment was accomplished using a rule-based expert system embedded within an object-based framework. Object-based image analysis techniques (OBIA) work by grouping pixels into meaningful objects based on their spectral and spatial properties, while taking into account boundaries imposed by existing vector datasets. Within the OBIA environment a rule-based expert system was designed to effectively mimic the process of manual image analysis by incorporating the elements of image interpretation (color/tone, texture, pattern, location, size, and shape) into the classification process. A series of morphological procedures were employed to insure that the end product is both accurate and cartographically pleasing. Following the automated OBIA mapping a detailed manual review of the dataset was carried out at a scale of 1:3000 and all observable errors were corrected.",,,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,b59a066a-ff24-46f0-8423-792af5756943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b59a066a-ff24-46f0-8423-792af5756943,,Mixed,,"-81.146584,36.212922,-73.273577,44.778215","40.4955685,-77.2100805",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3196,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3196,,,,,,Dataset,"08a-01 PASDA",0,0
"High-Resolution Land Cover Chesapeake Bay Watershed - Baywide Dataset",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Baywide_LandCover.xml,"4351178: Chesapeake Bay Basin (stream, lake, ...), Maryland, United States",2016,,,,,,,,"Penn State",,"High-Resolution Land Cover Chesapeake Bay Watershed - Baywide Dataset","Imagery and Base Maps","High-resolution land cover dataset for the Chesapeke Bay Watershed. Twelve land cover classes were mapped:0 - Background1 - Water2 - Emergent Wetlands3 - Tree Canopy4 - Scrub/Shrub5 - Low Vegetation6 - Barren7 - Structures8 - Other Impervious Surfaces9 - Roads10 - Tree Canopy over Structures11 - Tree Canopy over Other Impervious Surfaces12 - Tree Canopy over Roads. The complete class definitions and standards can be viewed at the link below.http://goo.gl/THacgg. The primary sources used to derive this land-cover layer were 2006-2008 leaf-off LiDAR data, 2005-2008 leaf-off orthoimagery, and 2013 leaf-on orthoimagery. Ancillary data sources such as LiDAR-derived breaklines for roads and hydrology were used to augment the land-cover mapping. This land-cover dataset is considered current based on data of acquisition for the leaf-on orthoimagery. Land-cover class assignment was accomplished using a rule-based expert system embedded within an object-based framework. Object-based image analysis techniques (OBIA) work by grouping pixels into meaningful objects based on their spectral and spatial properties, while taking into account boundaries imposed by existing vector datasets. Within the OBIA environment a rule-based expert system was designed to effectively mimic the process of manual image analysis by incorporating the elements of image interpretation (color/tone, texture, pattern, location, size, and shape) into the classification process. A series of morphological procedures were employed to insure that the end product is both accurate and cartographically pleasing. Following the automated OBIA mapping a detailed manual review of the dataset was carried out at a scale of 1:3000 and all observable errors were corrected.",,,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,bbd342c9-a706-4ffc-9555-42cb397fcfd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbd342c9-a706-4ffc-9555-42cb397fcfd7,,Mixed,,"-81.146584,36.212922,-73.273577,44.778215","40.4955685,-77.2100805",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3207,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3207,,,,,,Dataset,"08a-01 PASDA",0,0
"Landcover - Delaware River Basin NY and PA",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/LandCover_2010_DRBC.xml,"4142210: Delaware River (stream, lake, ...), Delaware, United States",2010,,,,,,,,"Penn State",,"Landcover - Delaware River Basin NY and PA","Imagery and Base Maps","High resolution land cover dataset for the Delaware River Basin, an area comprised of parts of six counties in the state of New York and four counties in Pennsylvania. Seven land cover classes were mapped: (1) tree canopy, (2) grass/shrub, (3) bare earth, (4) water, (5) buildings, (6) roads, and (7) other paved surfaces. The minimum mapping unit for the delineation of features was set at six square meters. The primary sources used to derive this land cover layer were 2008 LiDAR data and 2010 - 2011 NAIP imagery. LiDAR coverage was complete for the Pennsylvaia portion of the AOI, however, LiDAR was unavailable for large portions of the New York portion. Where LiDAR was not available, imagery was the primary data source. Ancillary data sources included GIS data (eg. such as hydrology, breakline and buildings) provided by the counties of Lackawana, Monroe, Pike and Wayne, PA, as well as the New York State GIS Clearinghouse. Some of these vector datasets were edited by the UVM Spatial Analysis lab through manual interpretation. Other datasets, such as bare soil, were created by the UVM Spatial Anyslsis Lab in order to assist in landcover creation. This land cover dataset is considered current for Pennsylvania portion of the study area as of summer 2010. The dataset is current as of summer 2011 for the New York counties of Chenango, Delaware, Orange and Sullivan. Broome County, NY, is considered current as of summer 2010. Ulster County, NY, employed data from both summer 2010 and summer 2011, therefore currentness varies throughout the county. Object-based image analysis techniques (OBIA) were employed to extract land cover information using the best available remotely sensed and vector GIS datasets. OBIA systems work by grouping pixels into meaningful objects based on their spectral and spatial properties, while taking into account boundaries imposed by existing vector datasets. Within the OBIA environment a rule-based expert system was designed to effectively mimic the process of manual image analysis by incorporating the elements of image interpretation (color/tone, texture, pattern, location, size, and shape) into the classification process. A series of morphological procedures were employed to insure that the end product is both accurate and cartographically pleasing. No accuracy assessment was conducted, but the dataset was subject to a thorough manual quality control.","University of Vermont Spatial Analysis Laboratory",,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,ab58e3ae-d2ca-49b4-b894-fa34859bdcba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab58e3ae-d2ca-49b4-b894-fa34859bdcba,,Mixed,,"-74.416169,40.81375,-75.688162,42.222981","41.5183655,-75.0521655",,,2010,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3166,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3166,,,,,,Dataset,"08a-01 PASDA",0,0
"Landcover - The Abingtons, Pennsylvania",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/LandCover_2008_Abingtons.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2008,,,,,,,,"Penn State",,"Landcover - The Abingtons, Pennsylvania","Imagery and Base Maps","High resolution land cover dataset for The Abingtons (five miles north of the City of Scranton, Pennsylvania) . Seven land cover classes were mapped: (1) tree canopy, (2) grass/shrub, (3) bare earth, (4) water, (5) buildings, (6) roads, and (7) other paved surfaces. The minimum mapping unit for the delineation of features was set at 104 square feet. The primary sources for this land cover layer were 2004 pan-sharpened 1m Ikonos satellite imagery, a normalized Digital Surface Model (nDSM) derived from 2006 LiDAR data, and LiDAR intensity data resulting from the 2006 acquisition. Other sources of data include the City's planimetric GIS database (building footprints and road casing polygons). The land cover classification was performed using automated object-based image analysis (OBIA) techniques in Definiens Developer/eCognition Server. No accuracy assessment was conducted, but the dataset was thoroughly reviewed at a scale of 1:2000. Over 370 corrections were made to the classification.","University of Vermont Spatial Analysis Laboratory",,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,21c15573-3905-4e68-99b6-b2b867cefdb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21c15573-3905-4e68-99b6-b2b867cefdb6,,Mixed,,"-75.65,41.45,-75.75,41.54","41.495,-75.7",,,2008,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3153,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3153,,,,,,Dataset,"08a-01 PASDA",0,0
"Landcover - State College, Pennsylvania",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/LandCover_UTC_2006_StateCollege.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2006,,,,,,,,"Penn State",,"Landcover - State College, Pennsylvania","Imagery and Base Maps","High resolution land cover dataset for State College, Pennsylvania. Seven land cover classes were mapped: (1) tree canopy, (2) grass/shrub, (3) bare earth, (4) water, (5) buildings, (6) roads, and (7) other paved surfaces. The minimum mapping unit for the delineation of features was set at 104 square feet. The primary sources for this land cover layer were 2004 pan-sharpened 1m Ikonos satellite imagery, a normalized Digital Surface Model (nDSM) derived from 2006 LiDAR data, and LiDAR intensity data resulting from the 2006 acquisition. Other sources of data include the City's planimetric GIS database (building footprints and road casing polygons). The land cover classification was performed using automated object-based image analysis (OBIA) techniques in Definiens Developer/eCognition Server. No accuracy assessment was conducted, but the dataset was thoroughly reviewed at a scale of 1:2000. Over 370 corrections were made to the classification.","University of Vermont Spatial Analysis Laboratory",,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,04f9a191-e50e-45c1-b1f5-a6cb10417ecc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04f9a191-e50e-45c1-b1f5-a6cb10417ecc,,Mixed,,"-77.818997,40.768354,-77.886186,40.807293","40.7878235,-77.8525915",,,2006,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3155,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3155,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Land Cover Raster 2008",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhiladelphiaLandCoverRaster2008.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2011,,,,,,,,"Penn State",,"Land Cover Raster 2008: Philadephia, Pennsylvania","Imagery and Base Maps","High resolution land cover dataset for Philadelphia. Seven land cover classes were mapped: (1) tree canopy, (2) grass/shrub, (3) bare earth, (4) water, (5) buildings, (6) roads, and (7) other paved surfaces. The minimum mapping unit for the delineation of features was set at ten square feet. The primary sources used to derive this land cover layer were 2008 Orthophotography and 2008 LiDAR LAS data. Ancillary data sources included GIS data (building footprints, road polygons, and hydrography) provided by City of Philadelphia. This land cover dataset is considered current as of 2008. Object-based image analysis techniques (OBIA) were employed to extract land cover information using the best available remotely sensed and vector GIS datasets. OBIA systems work by grouping pixels into meaningful objects based on their spectral and spatial properties, while taking into account boundaries imposed by existing vector datasets. Within the OBIA environment a rule-based expert system was designed to effectively mimic the process of manual image analysis by incorporating the elements of image interpretation (color/tone, texture, pattern, location, size, and shape) into the classification process. A series of morphological procedures were employed to insure that the end product is both accurate and cartographically pleasing. No accuracy assessment was conducted, but the dataset was subject to a thorough manual quality control. More than 30700 corrections were made to the classification.","City of Philadelphia University of Vermont Spatial Analysis Laboratory",,"City of Philadelphia",,,Public,,Files,English,Dataset,2fea4f87-5d08-48ca-b022-5e46948ee314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fea4f87-5d08-48ca-b022-5e46948ee314,,Mixed,,"-74.954025,39.861282,-75.284177,40.143805","40.0025435,-75.119101",,,2011,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=138,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=138,,,,,,Dataset,"08a-01 PASDA",0,0
"Landcover - Baltimore County/metro area, Maryland",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Landcover_2007_4county_baltmetro.xml,"4347790: Baltimore County (country, state, region,...), Maryland, United States",2007,,,,,,,,"Penn State",,"Landcover - Baltimore County/metro area, Maryland","Imagery and Base Maps","High resolution land cover dataset for Baltimore County/metro area, MD. Seven land cover classes were mapped: (1) tree canopy, (2) grass/shrub, (3) bare earth, (4) water, (5) buildings, (6) roads, and (7) other paved surfaces. The minimum mapping unit for the delineation of features was set at 104 square feet. The primary sources for this land cover layer were 2004 pan-sharpened 1m Ikonos satellite imagery, a normalized Digital Surface Model (nDSM) derived from 2006 LiDAR data, and LiDAR intensity data resulting from the 2006 acquisition. Other sources of data include the City's planimetric GIS database (building footprints and road casing polygons). The land cover classification was performed using automated object-based image analysis (OBIA) techniques in Definiens Developer/eCognition Server. No accuracy assessment was conducted, but the dataset was thoroughly reviewed at a scale of 1:2000. Over 370 corrections were made to the classification.","University of Vermont Spatial Analysis Laboratory",,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,91da93cd-f378-4e11-9029-da674c6a4253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91da93cd-f378-4e11-9029-da674c6a4253,,Mixed,,"-76.28,38.69,-77.27,39.74","39.215,-76.775",,,2007,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3152,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3152,,,,,,Dataset,"08a-01 PASDA",0,0
"Landcover - Tree Canopy Change, Washington DC, 2006 - 2011",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/DC_TreeCanopy_Change_20062011.xml,"4138106: District Of Columbia (country, state, region,...), District Of Columbia, United States",2013,,,,,,,,"Penn State",,"Landcover - Tree Canopy Change, Washington DC, 2006 - 2011","Imagery and Base Maps","Change in the District of Columbias tree canopy estimated from 2011 leaf-on imagery and 2006 leaf-on imagery in conjunction with 2008 leaf-off LiDAR. This layer consists of three classes of tree canopy: 1) no change, 2) loss, and 3) gain. No change indicates that the tree canopy has not changed substantially from 2006 to 2011. Loss indicates that tree canopy was removed from 2006 to 2011. Gain indicates that new tree canopy was established between 2006 and 2011.The method for producing this layer was based on the object fate analysis technique developed by Schopfer and Lang. The principal goal was to insure that estimates of tree canopy change were due to actual change and not due to differences in the 2006 and 2011 imagery. As such tree canopy mapping was done at the individual tree level. A combination of automated and manual techniques were employed using 2006 Quickbird imagery, 2008 LiDAR, and 2011 National Agricultural Imagery Program (NAIP) data. Extensive quality assurance and quality control methods were employed. This dataset has been independently reviewed by two separate organizations.","Jarlath O'Neil-Dunne, Universit of Vermont Spatial Analysis Laboratory, Directory Universit of Vermont Spatial Analysis Laboratory",,"University of Vermont Spatial Analysis Laboratory",,,Public,,Files,English,Dataset,1ec94f3c-f318-4f70-9c1b-0ad5977204d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ec94f3c-f318-4f70-9c1b-0ad5977204d8,,Mixed,,"-76.909012,38.803099,-77.11984,38.995968","38.8995335,-77.014426",,,2013,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3157,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3157,,,,,,Dataset,"08a-01 PASDA",0,0
