dc_identifier_s,dc_title_s,dc_description_s,dc_rights_s,dc_format_s,dc_language_s,dc_type_s,dc_publisher_sm,dc_subject_sm,dc_publisher_sm__002,dc_creator_sm,dct_provenance_s,dct_references_s,dct_isPartOf_sm,dct_spatial_sm__001|dct_spatial_sm__002|dct_spatial_sm__003|dct_spatial_sm__004|dct_spatial_sm__005|dct_spatial_sm__006|dct_spatial_sm__007|dct_spatial_sm__008|dct_spatial_sm__009|dct_spatial_sm__010,dc_relation_sm,dct_temporal_sm__001,layer_slug_s,layer_geom_type_s,layer_modified_dt,thumbnail_path_ss,centroid_s,solr_geom,solr_year_i
835a1428-6de5-46e7-b39b-1b1489248382,"General highway and transportation map, Dubois County, Indiana","Blueline.; ""State roads revised to January 1, 1949.""; ""1937.""; ""Data obtained from Statewide Highway Planning Survey.""; Includes location map and chart of ""Culture in unincorporated places.""; ""19."" Scale approximately 1:130,000. not ""1 inch=1 mile""; Polyconic projection",Public,JPEG,English,Image,State Highway Commission of Indiana,Road maps|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00142"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00142""}",Indiana Historic Maps,"Dubois County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4256808|http://sws.geonames.org/4921868,1949?,835a1428-6de5-46e7-b39b-1b1489248382,Paper Map,2017-12-8T14:40:17Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00142,"38.365,-86.87","ENVELOPE(-87.06, -86.68, 38.53, 38.2)",1949
72d03e76-cb95-4061-a57e-31a81130a7e3,"General highway and transportation map, White County, Indiana","Blueline.; ""State roads revised to January 1, 1949.""; ""1937.""; ""91.""; ""Data obtained from ""State-wide Highway Planning Survey.""; Includes inset of Monticello, chart of Culture in unincorporated places, and location map. Scale 1:130,000. not ""1 inch=1 mile""; Polyconic projection",Public,JPEG,English,Image,State Highway Commission of Indiana,Road maps|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00138"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00138""}",Indiana Historic Maps,"White County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4928184|http://sws.geonames.org/4921868,1949,72d03e76-cb95-4061-a57e-31a81130a7e3,Paper Map,2017-12-8T14:40:17Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00138,"42.32005,-86.92","ENVELOPE(-87.26, -86.58, 44.0801, 40.56)",1949
0feb8c4f-e5e2-4335-a407-03cefc124791,Highway map of Indiana,"Includes text on recto and advertisements on verso.; ""B 929112""--Panel. Scale not given.",Public,JPEG,English,Image,Highway Map Co.,Road maps|Roads,,"Titus,  Wm. J., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00131"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00131""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1929,0feb8c4f-e5e2-4335-a407-03cefc124791,Paper Map,2017-12-8T14:40:17Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00131,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1929
b4995e4a-2867-418b-a8fd-1b51256efe2a,Road map of southeastern Indiana and Northeastern Kentucky.,Scale not given.,Public,JPEG,English,Image,I.H. Ragsdale,Road maps|Roads,,"Ragsdale,  I. H.(Ira Haven), cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00126"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00126""}",Indiana Historic Maps,"Kentucky, United States|Indiana, United States",http://sws.geonames.org/6254925|http://sws.geonames.org/4921868,1930,b4995e4a-2867-418b-a8fd-1b51256efe2a,Paper Map,2017-12-8T14:40:18Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00126,"38.745,-85.37505","ENVELOPE(-86.2501, -84.5, 39.53, 37.96)",1930
2bead248-7bab-4647-812f-87d19b1126a5,"General highway and transportation map, Rush County, Indiana","Blueline.; ""State roads revised to January 1, 1949.""; ""1937.""; ""Data obtained from ""Statewide Highway Planning Survey.""; Includes location map, chart of ""Culture in unincorporated places"" and inset of the junction of State Routes 3 and 244.; ""70."" Scale 1:130,000. not ""1 inch=1 mile""; Polyconic projection",Public,JPEG,English,Image,State Highway Commission of Indiana,Road maps|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00120"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00120""}",Indiana Historic Maps,"Rush County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4263953|http://sws.geonames.org/4921868,1949,2bead248-7bab-4647-812f-87d19b1126a5,Paper Map,2017-12-8T14:40:18Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00120,"39.615,-85.465","ENVELOPE(-85.63, -85.3, 39.78, 39.45)",1949
f738f011-0412-413f-b945-7829779f911c,"General highway and transportation map, Martin County, Indiana","Blueline.; ""State roads revised to January 1, 1949.""; ""1937.""; ""Data obtained from State-wide Highway Planning Survey.""; Includes location map and chart of ""Culture in unincorporated places.""; ""51."" Scale 1:130,000. not ""1 inch=1 mile""; Polyconic projection",Public,JPEG,English,Image,State Highway Commission of Indiana,Road maps|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00077"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00077""}",Indiana Historic Maps,"Martin County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4261020|http://sws.geonames.org/4921868,1949,f738f011-0412-413f-b945-7829779f911c,Paper Map,2017-12-8T14:40:18Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00077,"38.7,-86.795","ENVELOPE(-86.91, -86.68, 38.9, 38.5)",1949
873be52e-dcc9-4a41-98a5-bbfada5cbbe2,"General highway and transportation map, Pike County, Indiana","Blueline.; ""State roads revised to January 1, 1949.""; ""1937.""; ""Data obtained from State-wide Highway Planning Survey.""; Includes location map, chart of ""Culture in unincorporated places"" and inset of ""Original land locations and surveys.""; ""63."" Scale 1:130,000. not ""1 inch =1 mile""; Polyconic projection",Public,JPEG,English,Image,State Highway Commission of Indiana,Road maps|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00054"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00054""}",Indiana Historic Maps,"Pike County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4263024|http://sws.geonames.org/4921868,1949,873be52e-dcc9-4a41-98a5-bbfada5cbbe2,Paper Map,2017-12-8T14:40:18Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00054,"38.3551,-87.18","ENVELOPE(-87.3, -87.06, 38.5001, 38.2101)",1949
a8aed8cc-1261-4b58-afb3-0e9c5ccaf1c7,"General highway and transportation map, Fulton County, Indiana","Blueline.; ""State road revised to to January 1, 1949.""; ""Data obtained from Statewide Highway Planning Survey.""; Includes chart ""Culture in unincorporated places,"" inset map of Lake Manitou and location map.; ""1937.""; ""25."" Scale 1:130,000. not ""1 inch =1 mile""; Polyconic projection",Public,JPEG,English,Image,State Highway Commission of Indiana,Road maps|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00031"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00031""}",Indiana Historic Maps,"Fulton County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4920550|http://sws.geonames.org/4921868,1949?,a8aed8cc-1261-4b58-afb3-0e9c5ccaf1c7,Paper Map,2017-12-8T14:40:18Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00031,"41.035,-86.205","ENVELOPE(-86.46, -85.95, 41.16, 40.91)",1949
b42a9c8a-bb6b-4a19-915c-faa16d8d5f49,"General highway and transportation map, Tippecanoe County, Indiana","Blueline.; ""State roads revised January 1, 1949.""; ""1937.""; ""79.""; ""Data obtained from ""State-wide Highway Planning Survey.""; Includes insets of the junctions of Bypass U.S. route 52 and Business U.S. route 52 southeast of Lafayette and northwest of West Lafayette, chart of Culture in unincorporated places, and location map. Scale 1:130,000. not ""1 inch =1 mile""; Polyconic projection",Public,JPEG,English,Image,State Highway Commission of Indiana,Road maps|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00022"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00022""}",Indiana Historic Maps,"Tippecanoe County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4927230|http://sws.geonames.org/4921868,1949?,b42a9c8a-bb6b-4a19-915c-faa16d8d5f49,Paper Map,2017-12-8T14:40:19Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00022,"40.385,-86.9","ENVELOPE(-87.1, -86.7, 40.56, 40.21)",1949
9692755c-df9b-4a8d-9c6b-0a25b517319f,Hoosiers and the waters of Indiana,"Shows Corps of Engineers district boundaries drawn on a drainage map of Indiana and includes population density for each district.; ""1 1/2 million Hoosiers (1/3 of the population of Indiana) live in the Chicago and Detroit Dist. Corps areas.""; Includes a list of the officers and directors of the Indiana Waters Association. Scale not given.",Public,JPEG,English,Image,Indiana Waters Association,Thematic maps|Rivers|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00092"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00092""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,196-?,9692755c-df9b-4a8d-9c6b-0a25b517319f,Paper Map,2017-12-8T14:40:19Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00092,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1960
b84eaf9f-227e-4cc7-8b90-f7a7f743a74b,"Monroe Lake, Indiana.","Text, illustrations, and vicinity map on verso. Scale approximately 1:77,000.",Public,JPEG,English,Image,The Corps,Thematic maps|Reservoirs,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00109"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00109""}",Indiana Historic Maps,"Monroe Lake, Indiana, United States|Indiana, United States",http://sws.geonames.org/4261531|http://sws.geonames.org/4921868,197-?,b84eaf9f-227e-4cc7-8b90-f7a7f743a74b,Paper Map,2017-12-8T14:40:19Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00109,"39,-86.5001","ENVELOPE(-86.5001, -86.5001, 39, 39)",1970
ec881f1f-24cb-406d-a6a4-1f2de9989a9f,"[Bloomington, Indiana, cadastral map].","Blue line print.; Cadastral map.; Title supplied by cataloger.; Each sheet is 1/4 section. Scale approximately 1,200.",Public,JPEG,English,Image,publisher not identified,Cadastral|Real property,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00306"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00306""}",Indiana Historic Maps,"Bloomington, Indiana, United States|Indiana, United States",http://sws.geonames.org/4254679|http://sws.geonames.org/4921868,198-?,ec881f1f-24cb-406d-a6a4-1f2de9989a9f,Paper Map,2017-12-8T14:40:19Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00306,"39.16,-86.52","ENVELOPE(-86.58, -86.46, 39.21, 39.11)",1980
273fa1c5-b94f-422e-97ee-4669bb547f8c,"Map of the City of Hammond, Lake County, Ind.","Cadastral map. Scale 1:4,800. 400 feet to the inch.",Public,JPEG,English,Image,C. Wm. Roehrig,Cadastral|Real property,,"Roehrig,  C. Wm., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00079"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00079""}",Indiana Historic Maps,"Hammond, Indiana, United States|Lake County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4921100|http://sws.geonames.org/4922493|http://sws.geonames.org/4921868,1888,273fa1c5-b94f-422e-97ee-4669bb547f8c,Paper Map,2017-12-8T14:40:19Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00079,"41.63005,-87.46005","ENVELOPE(-87.51, -87.4101, 41.71, 41.5501)",1888
0adaf694-e6b5-4141-86e8-4c3097edac31,"Shelbyville, Indiana.","Blue line.; Cadastral map.; Includes 4 insets. Scale approximately 1:24,000. 1 inch = 200 feet.",Public,JPEG,English,Image,Fred W. Kirk,Cadastral|Real property,,"Kirk,  Fred W., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00059"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00059""}",Indiana Historic Maps,"Shelbyville, Indiana, United States|Indiana, United States",http://sws.geonames.org/4264688|http://sws.geonames.org/4921868,1906,0adaf694-e6b5-4141-86e8-4c3097edac31,Paper Map,2017-12-8T14:40:19Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00059,"39.5051,-85.77","ENVELOPE(-85.78, -85.76, 39.5101, 39.5001)",1906
75bad96e-4abf-4200-8363-4a3e20f5b190,"State of Indiana, rail map.","Scale 1:375,000.",Public,JPEG,English,Image,publisher not identified,Thematic maps|Railroads|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00346"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00346""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1976,75bad96e-4abf-4200-8363-4a3e20f5b190,Paper Map,2017-12-8T14:40:20Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00346,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1976
c12f7fd2-90e9-4388-b292-8e4952f763a1,"Rand, McNally & Co.'s indexed railroad, township and county map of Indiana.","Prime meridians: Greenwich and Washington.; Includes list of railroads and express lines, indexes to counties, townships, lakes rivers and towns, with population, and inset of the City of Indianapolis.; ""Population taken from school census of 1877."" Scale approximately 1:1,030,000",Public,JPEG,English,Image,Rand McNally,Thematic maps|Railroads|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00257"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00257""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1877,c12f7fd2-90e9-4388-b292-8e4952f763a1,Paper Map,2017-12-8T14:40:20Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00257,"39.93,-86.305","ENVELOPE(-88.11, -84.5, 42, 37.86)",1877
36d72dad-5119-4edf-b7c2-96fdd14ebe39,"New railroad map of Indiana, Ohio, and part of Illinois.","Prime meridians: Greenwich, Washington.; ""Entered according to Act of Congress in the year 1875 by G.W. & C.B. Colton Co. in the Office of the Librarian of Congress, at Washington."" Scale approximately 1:1,267,200. 20 statute miles to an inch.",Public,JPEG,English,Image,G.W. & C.B. Colton & Co.,Thematic maps|Railroads|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00005"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00005""}",Indiana Historic Maps,"State of Illinois, Illinois, United States|State of Ohio, Ohio, United States|Indiana, United States",http://sws.geonames.org/4896861|http://sws.geonames.org/5165418|http://sws.geonames.org/4921868,1875,36d72dad-5119-4edf-b7c2-96fdd14ebe39,Paper Map,2017-12-8T14:40:20Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00005,"39.5,-85","ENVELOPE(-90, -80, 42, 37)",1875
beecb90b-b9ed-4cb1-8b2f-ff2680bb090c,"Cleartype colorprint map of Indiana: showing towns (min. pop. 250), railroads, roads, waterways counties","Includes indexes to counties and cities and towns with populations. Scale approximately 1:650,000.",Public,JPEG,English,Image,American Map,Road maps Thematic maps|Railroads|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00389"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00389""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1946,beecb90b-b9ed-4cb1-8b2f-ff2680bb090c,Paper Map,2017-12-8T14:40:20Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00389,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1946
71ca570e-7896-4369-9b9a-ec91db189e90,Map of Porter County Indiana.,"Shows Roads, railroads, towns, townships and sections. Scale approximately 1:105,000",Public,JPEG,English,Image,publisher not identified,Road maps|Railroads|Roads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00139"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00139""}",Indiana Historic Maps,"Porter County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4925020|http://sws.geonames.org/4921868,1946?,71ca570e-7896-4369-9b9a-ec91db189e90,Paper Map,2017-12-8T14:40:20Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00139,"41.47,-87.07","ENVELOPE(-87.21, -86.93, 41.71, 41.23)",1946
971dff56-037d-40e8-9f3c-7537a0141b1b,Abandoned railroads of Indiana.,"Pen and ink.; Base map: Geological Survey (U.S.). State of Indiana, Scale 1:500,000, Washington, D.C., 1950. Scale approximately 1:2,027,520.",Public,JPEG,English,Image,publisher not identified,Thematic maps|Railroads,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00636"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00636""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1960?,971dff56-037d-40e8-9f3c-7537a0141b1b,Paper Map,2017-12-8T14:40:21Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00636,"39.755,-86.43","ENVELOPE(-88.08, -84.78, 41.75, 37.76)",1960
ae7597c2-6a69-483c-9c24-86d0cf882c47,Map of Monroe County Indiana,"Shows townships, sections, drainage, roads, schools, post offices, quarries, and stone mills.; Includes ""Stone directory"" listing quarries and the companies that operate them. Scale  approximately 1:31,680",Public,JPEG,English,Image,Julius Bien & Co.,Road maps|Mine Thematic maps|Quarries|Roads,,"Siebenthal,  C. E.(Claude Ellsworth), 1869-1930, cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00084"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00084""}",Indiana Historic Maps,"Monroe County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4261526|http://sws.geonames.org/4921868,1895,ae7597c2-6a69-483c-9c24-86d0cf882c47,Paper Map,2017-12-8T14:40:21Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00084,"39.165,-86.54005","ENVELOPE(-86.68, -86.4001, 39.35, 38.98)",1895
30e077e0-26b2-49ad-931e-81ca7e2ad383,"Map of Posey County, Indiana, showing structure on the Springfield coal member of the Petersburg formation (Pennsylvanian)","Relief shown by contours.; Coordinates printed at top and lower margin are incorrect.; Includes index map, text, and sectionized township diagram. Scale approximately 1:66,000",Public,JPEG,English,Image,"Indiana University, Indiana Geological Survey",Mine|Pennsylvanian Geologic Period|Geology|Coal,,"Ault,  Curtis H., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00334"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00334""}",Indiana Historic Maps,"Posey County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4263298|http://sws.geonames.org/4921868,1997,30e077e0-26b2-49ad-931e-81ca7e2ad383,Paper Map,2017-12-8T14:40:21Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00334,"37.995,-87.89","ENVELOPE(-88.1, -87.68, 38.23, 37.76)",1997
46699589-597a-4394-aa15-3d70e6ecfd66,McCormick's Creek State Park,"Caption title.; Includes ""Description of Trails.""; Text on verso and right side of map. Scale approximately 1:7,900.",Public,JPEG,English,Image,"Dept. of Conservation, Division of Lands and Waters, State of Indiana",Thematic maps|Parks|Trails|Hiking|Soils,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00375"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00375""}",Indiana Historic Maps,"McCormick's Creek State Park, Indiana, United States|Owen County, Indiana, United States|Indiana, United States",http://sws.geonames.org/10400392|http://sws.geonames.org/4262691|http://sws.geonames.org/4921868,1929?,46699589-597a-4394-aa15-3d70e6ecfd66,Paper Map,2017-12-8T14:40:21Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00375,"39.2801,-86.71","ENVELOPE(-86.71, -86.71, 39.2801, 39.2801)",1929
ad94a0b4-135e-411c-881e-f779359c756f,"Map showing oil, gas, and gas storage fields in Indiana","""Compilation complete to December 1998.""; ""Base map digitized from 1978 U.S. Geological Survey map of Indiana. Scale 1:500,000."" Scale 1:550,000",Public,JPEG,English,Image,Indiana Geological Survey,Thematic maps|Oil fields|Gas fields|Roads,,"Cazee,  J. T.(James T.), cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00237"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00237""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1998,ad94a0b4-135e-411c-881e-f779359c756f,Paper Map,2017-12-8T14:40:21Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00237,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1998
6e327ecc-2d37-4bfd-b18e-e46a351ec0f5,"Map of Indiana showing oil, gas, and products pipelines","""Compilation complete to July 1, 1972.""; ""Base by U.S. Geological Survey; 1950.""; ""Miscellaneous map no. 18.""; Includes tables and indexes of underground storage reservoirs and oil refineries and a directory of pipeline companies.; ""Inset map of Northwestern Lake County,"" with index and directory, on verso. Scale 1:500,000; Lambert conformal conic projection",Public,JPEG,English,Image,"Geological Survey, Dept. of Natural Resources",Thematic maps|Natural gas|Refineries|Pipelines,,"Keller,  Stanley J., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00426"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00426""}",Indiana Historic Maps,"Lake County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4922493|http://sws.geonames.org/4921868,1973,6e327ecc-2d37-4bfd-b18e-e46a351ec0f5,Paper Map,2017-12-8T14:40:21Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00426,"39.755,-86.445","ENVELOPE(-88.11, -84.78, 41.75, 37.76)",1973
3f67038b-3a13-4ff5-9f0e-5333ffa36473,"Hefel's natural gas map: map of Muncie, Ind.","Partial cadastral map showing landowners.; Blueprint. Scale 1:3,960. 330 feet to 1 inch.",Public,JPEG,English,Image,Toney C. Hefel,Cadastral|Landowners|Natural gas|Land ownership|Real property,,"Hefel,  Toney C., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00168"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00168""}",Indiana Historic Maps,"Muncie, Indiana, United States|Indiana, United States",http://sws.geonames.org/4924006|http://sws.geonames.org/4921868,1888,3f67038b-3a13-4ff5-9f0e-5333ffa36473,Paper Map,2017-12-8T14:40:22Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00168,"40.18005,-85.38","ENVELOPE(-85.45, -85.31, 40.23, 40.1301)",1888
726de089-abbe-4ca5-be86-68587704eec3,"Clancy's map of the city of Kokomo, Indiana","Originally printed in 2 sheets.; Cadastral map.; ""Vawter-Stout Co. printers, Kokomo, Ind., agent for Baker & Randolph, Lithographers, Indianapolis, Indiana. Scale 1:3,600. 300 feet to the inch",Public,JPEG,English,Image,M.J. Clancy,Cadastral|Landowners|Land ownership|Real property,,"Morrow,  Jackson, 1849-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00644"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00644""}",Indiana Historic Maps,"Kokomo, Indiana, United States|Indiana, United States",http://sws.geonames.org/4922388|http://sws.geonames.org/4921868,1889,726de089-abbe-4ca5-be86-68587704eec3,Paper Map,2017-12-8T14:40:22Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00644,"40.47,-86.13","ENVELOPE(-86.18, -86.08, 40.53, 40.41)",1889
