dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_id_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i
c5000487-4ea7-4d7e-8f47-fb7ce3cd2a30,"Confined Feeding Operation: Indiana, 2013","CONFINED_FEEDING_OPERATIONS_IDEM_IN is a point shapefile that contains confined feeding operation facility locations in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of August 16, 2002 and subsequently updated on January 14, 2003, July 11, 2003, June 3, 2004, January 4, 2005, April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, April 16, 2010, and June 25, 2013. The data was provided by IDEM in an ESRI geodatabase format and the feature class was named CFO. The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile CONFINED_FEEDING_OPERATIONS: This dataset consists of Confined Feeding Operations - i.e. A swine, chicken, turkey, beef or dairy agri-business that has large enough numbers of animals that IDEM regulates for environmental concerns, as defined by IC 13-18-10 of the Indiana Code.","[u'Indiana Department of Environmental Management, Office of Land Quality']","[u'Indiana Department of Environmental Management, Office of Land Quality']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Agribusiness_Confined_Feeding_Operations.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Agribusiness_Confined_Feeding_Operations/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/c5000487-4ea7-4d7e-8f47-fb7ce3cd2a30/formatters/xml""}",,c5000487-4ea7-4d7e-8f47-fb7ce3cd2a30,Point,2017-12-27T20:50:47Z,Shapefile,English,Dataset,"[u'Environment', u'Farming', u'Agriculture']",IndianaMAP,6/25/13,2013,"[u'Indiana, United States', u'Tippecano County, Indiana, United States', u'Wabash River, Indiana, United States']","ENVELOPE(-87.967644, -84.743926, 41.763646, 37.850708)","39.807177,-86.355785",2013
f5f07783-172e-492f-83cf-50a5e67d32d9,"Children, Ages 5 to 17, from Families in Poverty in 2004, by School District: Indiana, 2007","Data regarding children (ages 5 to 17) from families in poverty in Indiana in 2004, tabulated by school district, were obtained from a Web page of the U.S. Census Bureau. These data, which are estimates produced under the Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program, were then incorporated into a preexisting shapefile showing school districts in Indiana, as of 2000. Data that were obtained for each school district included total population of each district, population of relevant children (ages 5 to 17), and number of children from families in poverty. A new field, giving the percentage of children in each district that are from families in poverty, was calculated by dividing the number of children in poverty by the population of relevant children. The SAIPE data were produced for school districts as they existed in 2005-2006. It was not possible to find a boundary file for school districts in those years, so a boundary file for 2000 was used. In a few areas, it was not possible to match the SAIPE data with the 2000 school-district boundaries. This is presumably the result of changes (such as mergers or divisions) of school districts between 2000 and 2006. Regarding the preexisting shapefile showing school districts, the following is excerpted from an online document produced by the U.S. Census Bureau pertaining to unified school districts (found at http://www.census.gov/geo/www/cob/sd_metadata.html): School districts are geographic entities within which state, county, or local officials provide public educational services for the area's residents. The U.S. Census Bureau obtains the boundaries and names for school districts from state officials. The U.S. Census Bureau first provided data for school districts in the 1970 census. For Census 2000, the U.S. Census Bureau tabulated data for three types of school districts: elementary, secondary, and unified. Each school district is assigned a five-digit code that is unique within state. School district codes are assigned by the Department of Education and are not necessarily in alphabetical order by school district name.","[u'Denver Harper (Data processor)', u'United States Department of Commerce, United States Census Bureau (Data creator)', u'Indiana Geological Survey (Data processor)']",[u'Indiana Geological Survey (IGS)'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Demographics/Population_Children_Poverty.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Children_Poverty/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/f5f07783-172e-492f-83cf-50a5e67d32d9/formatters/xml""}",,f5f07783-172e-492f-83cf-50a5e67d32d9,Mixed,2017-12-27T20:50:44Z,Shapefile,English,Dataset,"[u'Society', u'Boundaries', u'Census', u'Demographics', u'Schools', u'Population']",IndianaMAP,4/26/07,2007,"[u'Indiana, United States', u'West Lafayette, Indiana, United States']","ENVELOPE(-88.0972, -84.6884, 41.7734, 37.7606)","39.767,-86.3928",2007
b8205929-ebfc-4ed5-8475-f1e75cc97222,"Mean Wind Speed at Height of 50 Meters above Ground, Derived from Mesoscale Atmospheric Simulation System and WindMap: Indiana, 2012","The following is excerpted from an unpublished report by Michael Brower (2004): Using the MesoMap system, TrueWind has produced maps of mean wind speed in Indiana for heights of 30, 50, 70, and 100 m above ground, as well as a map of wind power at 50 m. TrueWind has also produced data files of the predicted wind speed frequency distribution and speed and energy by direction. The maps and data files are provided on a CD with the ArcReader software, which will enable users to view, print, copy, and query the maps and wind rose data. The MesoMap system consists of an integrated set of atmospheric simulation models, databases, and computers and storage systems. At the core of MesoMap is MASS (Mesoscale Atmospheric Simulation System), a numerical weather model, which simulates the physics of the atmosphere. MASS is coupled to a simpler wind flow model, WindMap, which is used to refine the spatial resolution of MASS and account for localized effects of terrain and surface roughness. MASS simulates weather conditions over a region for 366 historical days randomly selected from a 15-year period. When the runs are finished, the results are input into WindMap. In this project, the MASS model was run on a grid spacing of 1.7 km and WindMap on a grid spacing of 200 m. The wind maps show that the best wind resource in Indiana is found in the northcentral part of the state. The mean wind speed at 50 m height between Indianapolis, Kokomo, and Lafayette, and to the northwest of Lafayette, is predicted to be in the range of 6.5 to 7 m/s, and the mean wind power is predicted to be about 250 to 350 W/m2, or NREL class 2 to 3. In the rest of northern Indiana, the wind speed tends to be around 0.5 m/s lower, and the wind power is a solid class 2. In southern Indiana, a wind speed of 4.5 to 6 m/s and a wind power class of 1 to 2 prevails. The main reason for this wind resource distribution pattern is that the land is much more forested in the southern half of the state than in the northern half. Topography also plays a role, as does the track of the jet stream.","[u'TrueWind Solutions, LLC (data creator)', u'Indiana Department of Commerce (data provider)', u'Denver Harper (metadata creator)', u'Michael Brower (data creator)', u'Indiana Geological Survey (metadata creator)', u'Chris Dintaman (metadata creator)', u'National Renewable Energy Laboratory (data creator)']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Wind_Speed_50m.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Wind_Speed_50m/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/b8205929-ebfc-4ed5-8475-f1e75cc97222/formatters/xml""}",,b8205929-ebfc-4ed5-8475-f1e75cc97222,Raster,2017-12-27T20:51:07Z,Shapefile,English,Dataset,"[u'Climatology, Meteorology and Atmosphere', u'Wind power']",IndianaMAP,9/5/07,2007,"[u'Indiana, United States']","ENVELOPE(-88.68757, -84.223033, 42.086677, 37.434122)","39.7603995,-86.4553015",2007
faa4eddf-6ca7-4b09-893c-be162f344af9,"Seismic Refraction Data for Indiana: Indiana, 2002","SEISMIC_DATA_IN is a point shapefile created from a shapefile named SEISMIC_DATA, which was derived from a Microsoft Excel spreadsheet named SEISMIC_DECODED. The spreadsheet contains seismic shot information (13,949 points) collected by the Indiana Geological Survey (IGS) across Indiana.","[u'Karen K. Like (database compiler)', u'Robert F. Blakely (author)', u'Indiana Geological Survey', u'Joseph F. Whaley (author)', u'Christina L. James (digital compiler)']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Geology/Seismic_Data.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Geology/Seismic_Data/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/faa4eddf-6ca7-4b09-893c-be162f344af9/formatters/xml""}",,faa4eddf-6ca7-4b09-893c-be162f344af9,Point,2017-12-27T20:50:45Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Geology']",IndianaMAP,10/7/02,1983,"[u'Indiana, United States']","ENVELOPE(-88.0622, -84.7654, 41.7722, 37.8019)","39.78705,-86.4138",2002
dd4fffef-a6d6-42a8-ac06-70191c6f9ee8,"Ethanol Production Facilities: Indiana, 2011","This GIS layer shows the locations of ethanol production facilities in the state of Indiana. Attributes include the name and address of the facility, and information regarding ethanol production capacity.","[u'Denver Harper (digital compiler)', u'Indiana Geological Survey']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Infrastructure/Energy_Ethanol_Production_Facilities.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Infrastructure/Energy_Ethanol_Production_Facilities/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/dd4fffef-a6d6-42a8-ac06-70191c6f9ee8/formatters/xml""}",,dd4fffef-a6d6-42a8-ac06-70191c6f9ee8,Point,2017-12-27T20:51:02Z,Shapefile,English,Dataset,"[u'Location', u'Environment', u'Farming', u'Utilities and Communication']",IndianaMAP,4/18/11,2011,"[u'Indiana, United States', u'Tippecano County, Indiana, United States', u'Wabash River, Indiana, United States']","ENVELOPE(-87.606285, -84.838241, 41.743091, 38.147601)","39.945346,-86.222263",2011
1c2eee67-8004-4b09-a693-8d69d2305464,"Champion Tree Locations for 2005: Indiana, 2006","TREES_BIG2005_IN is a point shapefile showing the locations of state champion trees in Indiana. The register is updated every 5 years. Each location represents a native tree that is the largest individual of its species found in Indiana. These locations are based on detailed records of the Indiana Big Tree Register 2005 and locations were digitized using 7.5 minute U.S. Geological Survey quadrangle maps, various aerial photographic data, streets, hydrology, and town layers for reference. Tree measurements are includeded in the attributes.",[u'Indiana Department of Natural Resources (IDNR) (source); Bernardin-Lochmueller and Associates (compiler)'],[u'Bernardin-Lochmueller and Associates'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Ecology_Trees_Big.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Ecology_Trees_Big/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/1c2eee67-8004-4b09-a693-8d69d2305464/formatters/xml""}",,1c2eee67-8004-4b09-a693-8d69d2305464,Point,2017-12-27T20:51:08Z,Shapefile,English,Dataset,"[u'Biota', u'Trees']",IndianaMAP,10/24/06,2006,"[u'Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2006
5879a632-4039-4593-b457-23f325a82fbb,"Springs in South-Central Indiana: Indiana, 2002",KARST_SPRINGS_MM65_IN is a point shapefile that shows the locations of springs in and around the karst region of south-central Indiana.,[u'Indiana Geological Survey'],[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Hydrology/Karst_Springs.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Hydrology/Karst_Springs/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/5879a632-4039-4593-b457-23f325a82fbb/formatters/xml""}",,5879a632-4039-4593-b457-23f325a82fbb,Point,2017-12-27T20:51:12Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Hydrology']",IndianaMAP,7/17/02,1997,"[u'Indiana, United States']","ENVELOPE(-86.9308, -85.9111, 39.5844, 37.9839)","38.78415,-86.42095",2002
faa8436b-a24a-4cdd-880c-fa3f890c6ce4,"Soil Survey Geographic (SSURGO) Database: Indiana, 2015","The following is excerpted from information provided by the U.S.D.A., N.R.C.S.: This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepare by digitizing maps, by compiling information onto a planimetrically correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","[u'Indiana Geological Survey (Data processor)', u'Natural Resources Conservation Service, U.S. Department of Agriculture (Data creator)']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Soils_SSURGO_Soil_Survey.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Soils_SSURGO_Soil_Survey/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/faa8436b-a24a-4cdd-880c-fa3f890c6ce4/formatters/xml""}",,faa8436b-a24a-4cdd-880c-fa3f890c6ce4,Polygon,2017-12-27T20:51:20Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Environment', u'Farming', u'Agriculture']",IndianaMAP,1/26/15,2015,"[u'Indiana, United States']","ENVELOPE(-88.16093, -84.687881, 41.781145, 37.755279)","39.768212,-86.4244055",2015
b211007d-1422-4a0b-bbfc-4e0c292d6a71,"Water Quality Observation: Summaries, Derived from EPA BASINS: Indiana, 2004","WATER_QUALITY_OBSERVATIONS_EPA_IN is a point shapefile developed by the USEPA BASINS 3.0 program and edited by Bernardin, Lochmueller and Associates. Points represent monitoring stations attributed as occurring within the state of Indiana or along the Ohio River in Kentucky. Joinable tables must be utilized to access data at specific stations for specific parameters. US Environmental Protection Agency BASINS metadata reports - This data set provides a limited set of raw water quality observation data for the conterminous United States. The data are extracted from the U.S. EPA Storage and Retrieval of US Waters Parametric Data (STORET) which is contributed by a number of organizations including federal, state, interstate agencies, universities, contractors, individuals and water laboratories. Data updates are performed weekly. Each provider of data is responsible for the data it submits to STORET. For distribution with BASINS v.2.0, raw water quality data was extracted from STORET for a maximum of 15 stations per cataloging unit. The WQOBS data were prepared in Arcview shape file format while selected relational attributes were prepared in Arcview DBF file format.","[u'(creator): U. S. Environmental Protection Agency', u'(editor): Bernardin, Lochmueller and Associates']","[u'Bernardin, Lochmueller and Associates']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Hydrology/Water_Quality_Observations.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Hydrology/Water_Quality_Observations/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/b211007d-1422-4a0b-bbfc-4e0c292d6a71/formatters/xml""}",,b211007d-1422-4a0b-bbfc-4e0c292d6a71,Point,2017-12-27T20:51:02Z,Shapefile,English,Dataset,"[u'Environment', u'Hydrology']",IndianaMAP,1/1/04,1995,"[u'Indiana, United States']","ENVELOPE(-88.0114746094, -84.8254394531, 41.7549221677, 37.7880813841)","39.7715017759,-86.41845703125",2004
f71bca8e-b7d8-4ee2-bd42-e3591128cfdb,"Children, Ages 5 to 17, from Families in Poverty in 2012, by 2012-2013 School District: Indiana, 2015","CHILDREN_POVERTY_2012_USCB_IN.SHP is a polygon shapefile showing 2012 census data showing percentages of children in poverty for each 2012-2013 school district within Indiana. Poverty data were provided by personnel of the Indiana Business Research Center (Rachel Strange, Geodemographic Analyst, Managing Editor, IBRC), which were obtained from the Web page of the U. S. Department of Commerce, U. S. Census Bureau, titled Small Area Income and Poverty Estimates, . Discussion of these data, which are estimates produced under the Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program, are provided at . The following is excerpted from metata of the U.S. Census Bureau (2012-2013 School Districts) and also from the Web page of the SAIPE program ( http://www.census.gov/did/www/saipe/downloads/sd13/README.txt ) : School Districts are single-purpose administrative units within which local officials provide public educational services for the area's residents. The Census Bureau obtains school district boundaries, names, local education agency codes, grade ranges, and school district levels biennially from state school officials. The Census Bureau collects this information for the primary purpose of providing the U.S. Department of Education with annual estimates of the number of children in poverty within each school district, county, and state. This information serves as the basis for the Department of Education to determine the annual allocation of Title I funding to states and school districts. The 2013 TIGER/Line Shapefiles include separate shapefiles for elementary, secondary, and unified school districts. The 2013 shapefiles contain information from the 2012-2013 school year. The 2012-2013 school districts represent districts in operation as of January 1, 2013. The elementary school districts provide education to the lower grade/age levels and the secondary school districts provide education to the upper grade/age levels. The unified school districts are districts that provide education to children of all school ages. In general, where there is a unified school district, no elementary or secondary school district exists (see exceptions described below), and where there is an elementary school district the secondary school district may or may not exist (see explanation below). The U.S. Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program provides annual estimates of income and poverty statistics for all school districts, counties, and states. The main objective of this program is to provide estimates of income and poverty for the administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state and local programs use the income and poverty estimates for distributing funds and managing programs. The SAIPE program produces the following county and state estimates: Total number of people in poverty. Number of childer under age 5 in poevery (for states only). number of related children ages 5 to 17 in families in poverty. Number of children under age 18 in poverty. Median household income.","[u'Indiana Geological Survey (processor)', u'Indiana Business Research Institute (data provider)', u'United States Department of Commerce, United States Census Bureau (creator)']",[u'United States Census Bureau'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Demographics/Population_Children_Poverty_2012.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Children_Poverty_2012/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/f71bca8e-b7d8-4ee2-bd42-e3591128cfdb/formatters/xml""}",,f71bca8e-b7d8-4ee2-bd42-e3591128cfdb,Polygon,2017-12-27T20:51:09Z,Shapefile,English,Dataset,"[u'Society', u'Boundaries', u'Census', u'Demographics', u'Schools', u'Population']",IndianaMAP,3/4/15,2015,"[u'Indiana, United States', u'West Lafayette, Indiana, United States']","ENVELOPE(-88.161392, -84.688378, 41.781127, 37.755397)","39.768262,-86.424885",2015
3b3bf919-4596-4342-85d8-7063c4838ca6,"Population Densities and Changes of Densities of Minor Civil Divisions from 1890 to 2000: Indiana, 2004","Historical census data for minor civil divisions (also known as civil townships) in Indiana were provided by personnel of the Indiana Business Research Center to personnel of the Indiana Geological Survey (IGS). The data were joined by personnel of IGS to a shapefile of minor civil divisions. The historical census data consisted of population statistics from 1890 to 2000. The boundaries of civil townships are not believed to have changed greatly during the past 110 years. Using these data, personnel of the IGS calculated population density for each civil township during census years and changes of density for each decadal period.","[u'Denver Harper (Data processor)', u'United States Department of Commerce, United States Census Bureau (Data creator)', u'Indiana Geological Survey (Data processor)', u'Bethany Holliday (Data provider)', u'Indiana Business Research Center (Data provider)']",[u'Indiana Geological Survey (IGS)'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Demographics/Population_Change_1890_2000.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Change_1890_2000/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/3b3bf919-4596-4342-85d8-7063c4838ca6/formatters/xml""}",,3b3bf919-4596-4342-85d8-7063c4838ca6,Polygon,2017-12-27T20:50:57Z,Shapefile,English,Dataset,"[u'Society', u'Census', u'Demographics', u'Population']",IndianaMAP,11/18/04,2000,"[u'Indiana, United States']","ENVELOPE(-88.1203, -84.6882, 41.7757, 37.7554)","39.76555,-86.40425",2004
8260215a-5be2-4b02-97b3-5f252bb6034c,"Shrink-Swell Characteristics, Derived from STATSGO: Indiana, 2002","The 1994 State Soil Geographic (STATSGO) database for Indiana, obtained from the U.S. Department of Agriculture (USDA), Natural Resources Conservation Service (NRCS), was used to create SOILS_STATSGO_SHRINK_SWELL_IN showing the shrink-swell characteristics of soils in Indiana. The most restrictive shrink-swell characteristic of the soil layer was used to represent the component soil. The component soil values were then assigned to a map unit based on the percentage of that component soil in the map unit. A category was calculated for the map unit based on the most restrictive category at the 70th percentile of the map unit.",[u'Indiana Geological Survey'],[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Soils_STATSGO_Shrink_Swell_Characteristics.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Soils_STATSGO_Shrink_Swell_Characteristics/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8260215a-5be2-4b02-97b3-5f252bb6034c/formatters/xml""}",,8260215a-5be2-4b02-97b3-5f252bb6034c,Polygon,2017-12-27T20:51:11Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Farming', u'Geology']",IndianaMAP,4/18/02,1994,"[u'Indiana, United States', u'West Lafayette, Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2002
6bf7d3c5-dac4-4416-bea0-5daaccd34712,"Traffic Counts on Roadways (from INDOT Statewide Travel Demand MODEL version 4, ISTDM4): Indiana, 2004","TRAFFIC_COUNTS_INDOTMODEL_IN is a line shapefile that shows traffic counts (factored to year 2000) for the roadways in the Indiana Statewide Travel Demand Model, version4, (ISTDM4). Annual average daily traffic (AADT) counts are in the units of average vehicles/day. This file is a subset of the Indiana Statewide Travel Demand Model, version4, (ISTDM4).",[u'Indiana Department of Transportation'],[u'Indiana Department of Transportation'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Infrastructure/Interstates_Traffic_Counts_INDOT.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Infrastructure/Interstates_Traffic_Counts_INDOT/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/6bf7d3c5-dac4-4416-bea0-5daaccd34712/formatters/xml""}",,6bf7d3c5-dac4-4416-bea0-5daaccd34712,Line,2017-12-27T20:51:16Z,Shapefile,English,Dataset,"[u'Transportation', u'Planning and Cadastral', u'Higways', u'Roads']",IndianaMAP,7/31/04,2004,"[u'Indiana, United States']","ENVELOPE(-88.088602, -84.69556, 41.779318, 37.762697)","39.7710075,-86.392081",2004
24af00a7-8145-421e-9ede-d96d69f2b667,"State Boundary: Indiana, 2002","LANDSURVEY_STATE_POLY_IN is a 1:24,000-scale polygon shapefile with a projection of Universal Transverse Mercator (UTM) North American Datum (NAD) 1983 zone 16.","[u'Karen K. Like (digital compiler)', u'Indiana Geological Survey']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Reference/PLSS_State.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Reference/PLSS_State/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/24af00a7-8145-421e-9ede-d96d69f2b667/formatters/xml""}",,24af00a7-8145-421e-9ede-d96d69f2b667,Polygon,2017-12-27T20:51:19Z,Shapefile,English,Dataset,[u'Boundaries'],IndianaMAP,6/21/02,1998,"[u'Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2002
e53e226c-9694-4e60-87b5-8483cc015d45,"Natural gamma-ray logs in unconsolidated sediments: Indiana, 2006",UNCONSOLIDATED_GAMMA_LOGS_IGS_IN.shp shows the locations of the Indiana Geological Survey's gamma-logs that were taken from 1978 to 2005. This shapefile includes information concerning locations and depths of gamma-logs. This data set is a subset of the gamma-log database of the Indiana Geological Survey (IGS). The data included in this shapefile represents data that has both a location and a paper record. The logs displayed in this shapefile include only Indiana locations.,"[u'Steve Brown (data compiler, digital compiler)', u'Jennifer Olejnik (data compiler, digital compiler)', u'Indiana Geological Survey (IGS)', u'Jack Haddan (data compiler, digital compiler)', u'Ned Bleuer (data compiler)', u'Marni Dickson (data compiler)']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Geology/Surficial_Gamma_Ray_Logs.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Geology/Surficial_Gamma_Ray_Logs/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/e53e226c-9694-4e60-87b5-8483cc015d45/formatters/xml""}",,e53e226c-9694-4e60-87b5-8483cc015d45,Point,2017-12-27T20:51:18Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Geology']",IndianaMAP,3/13/06,2005,"[u'Indiana, United States', u'Tippecano County, Indiana, United States', u'Wabash River, Indiana, United States']","ENVELOPE(-88.0185, -84.7543, 41.7689, 37.8943)","39.8316,-86.3864",2006
08172d93-8f0f-4932-b98f-694df77ad54e,"Indiana Census Blockgroups: Indiana, 2000","Census_Blockgroups_TIGER00_IN contains locations for all Indiana blockgroups identified by the US Bureau of the Census. Data is from U.S. Department of Commerce, U.S. Census Bureau, Census 2000 Tiger Line Files and SF1 tables.","[u'(creation): U.S. Department of Commerce, U.S. Census Bureau', u'(compilation): Bernardin, Lochmueller and Associates', u'(conversion): AVENZA Systems Inc.']","[u'Bernardin, Lochmueller and Associates']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Demographics/Census_Blockgroups.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Demographics/Census_Blockgroups/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/08172d93-8f0f-4932-b98f-694df77ad54e/formatters/xml""}",,08172d93-8f0f-4932-b98f-694df77ad54e,Polygon,2017-12-27T20:50:49Z,Shapefile,English,Dataset,"[u'Society', u'Census', u'Demographics']",IndianaMAP,9/30/02,2002,"[u'Indiana, United States']","ENVELOPE(-88.0114746094, -84.8254394531, 41.7549221677, 37.7880813841)","39.7715017759,-86.41845703125",2002
