uuid,dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_id_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i
3fd8d82a-ff6b-4d8c-99ba-dd1e425ae5ed,3fd8d82a-ff6b-4d8c-99ba-dd1e425ae5ed,"WISCLAND 2 Land Cover (Level 3), Wisconsin 2016","Wiscland 2 is a raster representation of the land cover throughout the state of Wisconsin as of 2016. The dataset is primarily derived from remote sensing imagery acquired by the Landsat 5, 7, and 8 satellites between 2010 and 2014. Land cover was classified via supervised classification at the native 30 m resolution. The map has a two acre minimum mapping unit, meaning that the smallest feature depicted in the map is approximately nine pixels in size. The land cover data are best utilized at approximate map scales of 1:48,000 to 1:500,000, and at no less than a 2 acre minimum mapping unit (MMU). Overall accuracy for the Level 3 classification is estimated at 73% across all classes. For estimates of class and regional accuracy, and detailed information on the map production, classification scheme, and class descriptions, see the Wiscland 2 User Guide (ftp://dnrftp01.wi.gov/geodata/metadata/WI_land_cover2_user_guide.pdf)",[u'Wisconsin Department of Natural Resources'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_WISCLAND2_Level3_2016.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/landcover/wiscland2/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/3fd8d82a-ff6b-4d8c-99ba-dd1e425ae5ed/formatters/xml""}",3fd8d82a-ff6b-4d8c-99ba-dd1e425ae5ed,3fd8d82a-ff6b-4d8c-99ba-dd1e425ae5ed,Raster,2017-12-07T17:20:08Z,Geodatabase,English,Dataset,"[u'Imagery and Base Maps', u'Environment', u'Vegetation', u'Landsat', u'Land cover']",Wisconsin Department of Natural Resources (DNR),2017,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.96421, -86.708801, 47.08301, 42.457982)","44.770496,-89.8365055",2016
d9d0b259-d0d2-4b1c-b561-84a4b8f56a22,d9d0b259-d0d2-4b1c-b561-84a4b8f56a22,"Election Data, Wisconsin 2006",This polygon data layer represents election data by ward in Wisconsin in 2006.[This file was created by disaggregating the State of Wisconsin's 2006 General Election Results to the 2001 municipal ward layer],[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_ElectionData_2006.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/d9d0b259-d0d2-4b1c-b561-84a4b8f56a22/formatters/xml""}",d9d0b259-d0d2-4b1c-b561-84a4b8f56a22,d9d0b259-d0d2-4b1c-b561-84a4b8f56a22,Polygon,2017-12-07T17:19:56Z,Shapefile,English,Dataset,"[u'Boundaries', u'Voting', u'Elections']",Wisconsin Legislative Technology Services (LTSB),3/5/16,2006,"[u'Wisconsin, United States']","ENVELOPE(-92.964438, -86.666231, 47.083194, 42.45693)","44.770062,-89.8153345",2006
3ACC51B5-9E65-4033-8658-745C4D74FA5B,3ACC51B5-9E65-4033-8658-745C4D74FA5B,"Impaired Waters (Polygon) Wisconsin, 2015",This polygon data layer represents impaired (polluted) waters for Wisconsin in 2015.,[u'Wisconsin Department of Natural Resources'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_Impaired_Waters_Poly_2015.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/Impaired_Waters/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/3ACC51B5-9E65-4033-8658-745C4D74FA5B/formatters/xml""}",3ACC51B5-9E65-4033-8658-745C4D74FA5B,3ACC51B5-9E65-4033-8658-745C4D74FA5B,Polygon,2017-12-07T17:20:15Z,Geodatabase,English,Dataset,"[u'Environment', u'Inland Waters', u'Impaired waters']",Wisconsin Department of Natural Resources (DNR),10/26/15,2015,"[u'Wisconsin, United States']","ENVELOPE(-92.91742, -87.25896, 46.806967, 42.477714)","44.6423405,-90.08819",2015
c999dd83-cb96-474e-8bc2-84cf74b7d2b4,c999dd83-cb96-474e-8bc2-84cf74b7d2b4,"Forestry Dispatch Groups, Wisconsin 2013","A Dispatch Group is a collection of Fire Response Units, or ranger stations that are directed by a single Area Forestry Leader, and dispatched out of a common location. There are currently 8 Dispatch Groups.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_DispatchGroups_2013.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/forestry/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/c999dd83-cb96-474e-8bc2-84cf74b7d2b4/formatters/xml""}",c999dd83-cb96-474e-8bc2-84cf74b7d2b4,c999dd83-cb96-474e-8bc2-84cf74b7d2b4,Polygon,2017-12-07T17:20:13Z,Shapefile,English,Dataset,"[u'Biota', u'Boundaries', u'Forests', u'Forest management']",Wisconsin Department of Natural Resources (DNR),4/6/13,2013,"[u'Wisconsin, United States']","ENVELOPE(-92.964436, -86.66623, 47.083195, 42.456931)","44.770063,-89.815333",2013
394541e8-ff2c-4b20-b067-56a49f2fa378,394541e8-ff2c-4b20-b067-56a49f2fa378,"Miscellaneous DATCP Data, Wisconsin 2016","This feature dataset contains the following feature classes: DATCP_GRAIN_WAREHOUSE, DATCP_PUBLIC_WAREHOUSE, ENERGY_BIODIESEL, ENERGY_COMMERCIAL_WIND_TURBINE, ENERGY_ETHANOL, FAIRGRND, NOP_ORGANIC_BUSI, NOP_ORGANIC_FARM, WI_CNTY_SEAT","[u'Wisconsin Department of Agriculture, Trade, and Consumer Protection']","[u'Wisconsin Department of Agriculture, Trade, and Consumer Protection']",Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_DATCP_Misc_2016.zip"",""http://schema.org/url"":""ftp://ftp.datcp.state.wi.us/GIS/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/394541e8-ff2c-4b20-b067-56a49f2fa378/formatters/xml""}",394541e8-ff2c-4b20-b067-56a49f2fa378,394541e8-ff2c-4b20-b067-56a49f2fa378,Point,2017-12-07T17:20:12Z,Geodatabase,English,Dataset,"[u'Location', u'Economy', u'Farming']","Wisconsin Department of Agriculture, Trade, and Consumer Protection (DATCP)",1/20/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.865906, -86.82055, 46.849344, 42.469463)","44.6594035,-89.843228",2016
17835bd4-b717-4b84-9f45-56ca1836b749,17835bd4-b717-4b84-9f45-56ca1836b749,"Election Data, Wisconsin 2002",This polygon data layer represents election data by ward in Wisconsin in 2002.[This is a shapefile of the State of Wisconsin's municipal wards. These wards were created by local governments in the summer and fall of 2001.],[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_ElectionData_2002.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/17835bd4-b717-4b84-9f45-56ca1836b749/formatters/xml""}",17835bd4-b717-4b84-9f45-56ca1836b749,17835bd4-b717-4b84-9f45-56ca1836b749,Polygon,2017-12-07T17:20:08Z,Shapefile,English,Dataset,"[u'Boundaries', u'Voting', u'Wards', u'Election districts', u'Assembly districts']",Wisconsin Legislative Technology Services (LTSB),3/1/16,2002,"[u'Wisconsin, United States']","ENVELOPE(-92.964438, -86.666231, 47.083194, 42.45693)","44.770062,-89.8153345",2002
6bf57571-fb70-44b1-a2b9-6037a224af39,6bf57571-fb70-44b1-a2b9-6037a224af39,"Election Data, Wisconsin 2008",This polygon data layer represents election data by ward for Wisconsin in 2008[This file was created by disaggregating the State of Wisconsin's 2008 General Election Results to the 2001 municipal ward layer.],[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_ElectionData_2008.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/6bf57571-fb70-44b1-a2b9-6037a224af39/formatters/xml""}",6bf57571-fb70-44b1-a2b9-6037a224af39,6bf57571-fb70-44b1-a2b9-6037a224af39,Polygon,2017-12-07T17:20:02Z,Shapefile,English,Dataset,"[u'Boundaries', u'Assembly', u'Voting', u'Elections', u'Legislative districts']",Wisconsin Legislative Technology Services (LTSB),2/29/16,2008,"[u'Wisconsin, United States']","ENVELOPE(-92.964438, -86.666231, 47.083194, 42.45693)","44.770062,-89.8153345",2008
67012BF3-887E-4F01-9941-7EE45C512732,67012BF3-887E-4F01-9941-7EE45C512732,"WROC Imagery Wisconsin, 2015","Ayres Associates provided NCWRPC with digital orthoimagery services in 2015 as part of WROC. The coverage area included 41 counties in Wisconsin and was flown in spring 2014 and spring 2015 under leaf-off conditions. The 4-band (RGB-NIR) aerial imagery was collected using either a Leica Geosystems ADS 100 or Microsoft Vexcel UltraCam Eagle sensor outfitted in a fixed-wing aircraft with onboard GPS/IMU systems and gyro-stabilized mounts. The native resolution aerial imagery was acquired to support 6-inch and 12-inch ground sample distance (GSD) specifications. Resultant orthoimagery was rectified to new DEMs created from the acquired imagery and existing LiDAR where available. Orthoimagery was delivered in DOQQ GeoTIFF format by county. The re-sampled 4-band, 18-inch pixel DOQQ orthoimagery meets or exceeds +/- 14.4 foot horizontal accuracy at 95% confidence level according to ASPRS standards. Supplemental Information: The Wisconsin Regional Orthophotography Consortium (WROC) is a multi-entity group led by regional planning commissions (RPCs) and WROC representatives from Ayres Associates. The goal of the consortium is to build and sustain a multi-participant program to acquire digital orthoimagery and elevation data throughout Wisconsin. Orthoimagery was collected to provide consistent deliverable products and accuracy standards for each of the participating entities.",[u'Wisconsin Regional Orthoimagery Consortium'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""ftp://ftp.ssec.wisc.edu/pub/wisconsinview/WROC_2015/"",""http://schema.org/url"":""http://www.wisconsinview.org/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/67012BF3-887E-4F01-9941-7EE45C512732/formatters/xml""}",67012BF3-887E-4F01-9941-7EE45C512732,67012BF3-887E-4F01-9941-7EE45C512732,Raster,2017-12-07T17:20:10Z,Raster Dataset,English,Dataset,"[u'Imagery and Base Maps', u'Wisconsin Regional Orthoimagery Consortium', u'Orthophotography', u'Aerial imagery']",Wisconsin Imagery/LiDAR,9/15/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.955616, -86.666103, 47.08304, 42.456895)","44.7699675,-89.8108595",2016
2f861c5e-d75a-49bb-8da3-e46c667ba08d,2f861c5e-d75a-49bb-8da3-e46c667ba08d,"County Boundaries, Wisconsin 2015","This polygon feature class represents boundaries of the 72 counties in Wisconsin. The data is derived from 1:24,000-scale sources. This feature class was last updated in June 2015; refer to the Data Lineage section of the ArcGIS metadata for information about the nature of the update. For more information, contact the WI DNR Bureau of Technology Services.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_Counties_2015.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/county_bnds/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/2f861c5e-d75a-49bb-8da3-e46c667ba08d/formatters/xml""}",2f861c5e-d75a-49bb-8da3-e46c667ba08d,2f861c5e-d75a-49bb-8da3-e46c667ba08d,Polygon,2017-12-07T17:20:02Z,Shapefile,English,Dataset,"[u'Location', u'Boundaries', u'Society', u'County boundaries']",Wisconsin Department of Natural Resources (DNR),6/28/15,2015,"[u'Wisconsin, United States']","ENVELOPE(-92.964215, -86.70883, 47.083097, 42.457983)","44.77054,-89.8365225",2015
8D9402DD-8DB1-4310-A796-671EE5063B70,8D9402DD-8DB1-4310-A796-671EE5063B70,"NAIP Imagery Wisconsin, 2008","PRELIMINARY 2008 National Agriculture Imagery Program (NAIP). This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP acquires digital ortho imagery during the agricultural growing seasons in the continental U.S.. A primary goal of the NAIP program is to enable availability of ortho imagery within one year of acquisition. INTENDED DISPLAY SCALE: 1:12,000; GROUND RESOLUTION: 1-Meter pixels; ACCURACY: + or - 15 MetersNOTE: This imagery is a Preliminary or 'INTERIM' version of the USDA 2008 NAIP digital orthophotography. According to the USDA, 'Users should be aware that the interim compressed county mosaic may contain defects and have horizontal accuracy less than the specified tolerances. Defective imagery may be replaced within one year of image acquisition date.'For more information: http://www.fsa.usda.gov/Internet/FSA_File/naip_2007_infosheetpdf.pdf",[u'USDA-FSA-APFO'],[u'USDA_FSA_APFO Aerial Photography Field Office'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""ftp://ftp.ssec.wisc.edu/pub/wisconsinview/NAIP_2008/"",""http://schema.org/url"":""http://www.wisconsinview.org/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8D9402DD-8DB1-4310-A796-671EE5063B70/formatters/xml""}",8D9402DD-8DB1-4310-A796-671EE5063B70,8D9402DD-8DB1-4310-A796-671EE5063B70,Raster,2017-12-07T17:20:16Z,Raster Dataset,English,Dataset,"[u'Imagery and Base Maps', u'Orthophotography', u'Aerial imagery', u'National Agricultural Imagery Program']",Wisconsin Imagery/LiDAR,10/17/08,2008,"[u'Wisconsin, United States']","ENVELOPE(-92.955616, -86.666103, 47.08304, 42.456895)","44.7699675,-89.8108595",2008
e9b61c74-cee5-421f-831f-2dc96fac0a9d,e9b61c74-cee5-421f-831f-2dc96fac0a9d,"Election Data (Walker Recall Election), Wisconsin 2012",This polygon data layer represents election data by ward for the Gov. Scott Walker recall election in Wisconsin in 2012.,[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_ElectionData_Recall_2012.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/e9b61c74-cee5-421f-831f-2dc96fac0a9d/formatters/xml""}",e9b61c74-cee5-421f-831f-2dc96fac0a9d,e9b61c74-cee5-421f-831f-2dc96fac0a9d,Polygon,2017-12-07T17:20:10Z,Shapefile,English,Dataset,"[u'Boundaries', u'Voting']",Wisconsin Legislative Technology Services (LTSB),2/28/16,2012,"[u'Wisconsin, United States']","ENVELOPE(-92.964428, -86.6661, 47.083094, 42.456925)","44.7700095,-89.815264",2012
9d7d0a64-9fc2-4708-9da3-0124b023a266,9d7d0a64-9fc2-4708-9da3-0124b023a266,"WISCLAND Land Cover, Wisconsin 1998 (Image)","This tif-format data image of Wisconsin Land Cover illustrates the Level 2 land cover classification encoded in the Wisconsin Land Cover Grid. The Wisconsin Land Cover Grid is a raster representation of land cover derived from Landsat satellite imagery. The source data were acquired from the nationwide MRLC (Multi-Resolution Land Characteristics Consortium) acquisition of dual-date Landsat Thematic Mapper (TM) data primarily from 1992. The image processing technique followed was published in the UMGAP Image Processing Protocol (1998).The original pixel size of the source TM data is 30 meters, however the classified WISCLAND Land Cover data (excluding URBAN) are generalized or 'smoothed' to an area no smaller than four contiguous pixels (equivalent to approximately one acre). The result of this smoothing is that any feature five acres or larger may be resolved in the data (i.e., Minimum Mapping Unit (MMU) of five acres). The Land Cover data are usable at nominal scales of 1:40,000 to 1:500,000 for a wide variety of resource management and planning applications. The classification scheme was designed to be compatible with existing classification schemes such as UNESCO's and Anderson's.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_WISCLAND_Image_1998.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/landcover/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/9d7d0a64-9fc2-4708-9da3-0124b023a266/formatters/xml""}",9d7d0a64-9fc2-4708-9da3-0124b023a266,9d7d0a64-9fc2-4708-9da3-0124b023a266,Raster,2017-12-07T17:20:18Z,GeoTIFF,English,Dataset,"[u'Imagery and Base Maps', u'Environment', u'Biota']",Wisconsin Department of Natural Resources (DNR),12/21/97,1998,"[u'Wisconsin, United States']","ENVELOPE(-92.964587, -86.706218, 47.08809, 42.45788)","44.772985,-89.8354025",1998
15ff1bd9-7254-4011-915b-c9ad7b53a44b,15ff1bd9-7254-4011-915b-c9ad7b53a44b,"Nutrient Management, Wisconsin 2015","This feature dataset contains the following feature classes: NM_590_FALL_RESTRICT_WEB, NM_590_SOIL, NM_590_SWQMA_1000FT, NM_590_SWQMA_300FT, NM_590_WINT_RESTRICT_WEB, NM_CAFO_FALL_RESTRICT_WEB, NM_CAFO_SWQMA_300FT, NM_TRAIN_TERR. It is a feature dataset within the geodatabase, DATCP_NUTRIENT_MGMT.","[u'Wisconsin Department of Agriculture, Trade, and Consumer Protection']","[u'Wisconsin Department of Agriculture, Trade, and Consumer Protection']",Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_Nutrient_Mgmt_2015.zip"",""http://schema.org/url"":""ftp://ftp.datcp.state.wi.us/GIS/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/15ff1bd9-7254-4011-915b-c9ad7b53a44b/formatters/xml""}",15ff1bd9-7254-4011-915b-c9ad7b53a44b,15ff1bd9-7254-4011-915b-c9ad7b53a44b,Mixed,2017-12-07T17:19:56Z,Geodatabase,English,Dataset,"[u'Environment', u'Farming', u'Plants', u'Nutrients']","Wisconsin Department of Agriculture, Trade, and Consumer Protection (DATCP)",11/17/15,2015,"[u'Wisconsin, United States']","ENVELOPE(-92.981569, -86.70844, 47.083097, 42.448039)","44.765568,-89.8450045",2015
7A068C7B-F738-4BCF-B5C0-C79C5CBFFBA0,7A068C7B-F738-4BCF-B5C0-C79C5CBFFBA0,"Reed Canary Grass Dominated Wetlands Wisconsin, 2006","This Grid-format data set is a raster representation of the reed canary grass dominated wetlands of Wisconsin, derived from Landsat satellite imagery. The source data were acquired from Landsat Thematic Mapper (TM) and Landsat Enhanced Thematic Mapper (ETM+) data ranging from 1999-2003 as well as the wetland class of the WISCLAND Land Cover Grid. The image processing technique followed was published in the 'Development of a Landscape Level Monitoring Methodology Based on Mapping Invasive Species, Phase II: Statewide Mapping of Wetlands Dominated by Reed Canary Grass, Phalaris arundinacea L.' (2007). The pixel size of the source data is 30 meters. The result of this is that any feature one-half of an acre or larger may be resolved in the data (i.e., Minimum Mapping Unit (MMU) of one-half acre). The reed canary grass data are usable at nominal scales of 1:40,000 to 1:500,000 for a wide variety of wetland assessment and wetland restoration planning applications.",[u'Wisconsin Department of Natural Resources (WDNR)'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_Reed_Canary_Grass_2006.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/reed_canary_grass/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/7A068C7B-F738-4BCF-B5C0-C79C5CBFFBA0/formatters/xml""}",7A068C7B-F738-4BCF-B5C0-C79C5CBFFBA0,7A068C7B-F738-4BCF-B5C0-C79C5CBFFBA0,Raster,2017-12-07T17:20:10Z,Raster Dataset,English,Dataset,"[u'Environment', u'Biota', u'Inland Waters', u'Reed canary grass', u'Landsat Thematic Mapper', u'Vegetation', u'Environment', u'Wetland', u'Invasives']",Wisconsin Department of Natural Resources (DNR),12/25/07,2008,"[u'Wisconsin, United States']","ENVELOPE(-92.964588, -86.706218, 47.088096, 42.457883)","44.7729895,-89.835403",2008
09763df1-cc95-4b03-8944-2990765e4c9a,09763df1-cc95-4b03-8944-2990765e4c9a,"Land and Water Management, Wisconsin 2016","This feature dataset includes the following feature classes: ATRAZINE_PA_1, ATRAZINE_PA_LWRV_1, CREP_LOC_2013_1, LIVESITE_CNTY_ORD_1, LIVESITE_CVT_ORD_1, STATEWIDE_AEA_1, STATEWIDE_FP_AGRMNT_1, STATEWIDE_FP_PLAN, STATEWIDE_FP_ZON, WI_DRAINAGE_DIST_1.","[u'Wisconsin Department of Agriculture, Trade, and Consumer Protection']","[u'Wisconsin Department of Agriculture, Trade, and Consumer Protection']",Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_DATCP_LandWater_2016.zip"",""http://schema.org/url"":""ftp://ftp.datcp.state.wi.us/GIS/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/09763df1-cc95-4b03-8944-2990765e4c9a/formatters/xml""}",09763df1-cc95-4b03-8944-2990765e4c9a,09763df1-cc95-4b03-8944-2990765e4c9a,Mixed,2017-12-07T17:19:58Z,Geodatabase,English,Dataset,"[u'Environment', u'Water quality']","Wisconsin Department of Agriculture, Trade, and Consumer Protection (DATCP)",1/22/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.964319, -86.666098, 47.083097, 42.456895)","44.769996,-89.8152085",2016
9259D12A-69F0-4A3F-B991-18CB35C7B456,9259D12A-69F0-4A3F-B991-18CB35C7B456,"Impaired Waters (Line) Wisconsin, 2015",This line data layer represents impaired (polluted) waters for Wisconsin in 2015.,[u'Wisconsin Department of Natural Resources'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_Impaired_Waters_Line_2015.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/Impaired_Waters/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/9259D12A-69F0-4A3F-B991-18CB35C7B456/formatters/xml""}",9259D12A-69F0-4A3F-B991-18CB35C7B456,9259D12A-69F0-4A3F-B991-18CB35C7B456,Line,2017-12-07T17:20:00Z,Geodatabase,English,Dataset,"[u'Environment', u'Inland Waters', u'Impaired waters']",Wisconsin Department of Natural Resources (DNR),10/26/15,2015,"[u'Wisconsin, United States']","ENVELOPE(-92.919256, -86.878627, 46.966021, 42.455433)","44.710727,-89.8989415",2015
F49B9BD7-CB8E-4C24-ABC3-BD8E20FACB4C,F49B9BD7-CB8E-4C24-ABC3-BD8E20FACB4C,"NAIP Imagery Wisconsin, 2004","This data set contains imagery from the National Agriculture Imagery Program (NAIP). NAIP acquires digital ortho imagery during the agricultural growing seasons in the continental U.S.. A primary goal of the NAIP program is to enable availability of ortho imagery within one year of acquisition. Only the follwoing counties have 2004 NAIP imagery available: Ashland, Barron, Brown, Buffalo, Burnett, Chippewa, Clark, Crawford, Dane, Dunn, Eau Claire, Grant, Jackson, Kewaunee, La Crosse, Manitowoc, Monroe, Pepin, Pierce, Polk, Richland, Rock, Rusk, Saint Croix, Sauk, Sawyer, Shawano, Sheboygan, Trempealeau, Vernon, Walworth, Washburn, Winnebago, WoodTrue color, orthorectified imagery.Timing: Imagery acquired between June 20th and August 30th 2004 Resolution: 2 m. Accuracy: +/- 3% when compared to a Mosaicked Digital Orthophoto Quadrangle *** This imagery is NOT intended to be used for purposes requiring a high degree of spatial accuracy.",[u'USDA-FSA-APFO'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""ftp://ftp.ssec.wisc.edu/pub/wisconsinview/NAIP_2004"",""http://schema.org/url"":""http://www.wisconsinview.org/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/F49B9BD7-CB8E-4C24-ABC3-BD8E20FACB4C/formatters/xml""}",F49B9BD7-CB8E-4C24-ABC3-BD8E20FACB4C,F49B9BD7-CB8E-4C24-ABC3-BD8E20FACB4C,Raster,2017-12-07T17:20:04Z,Raster Dataset,English,Dataset,"[u'Imagery and Base Maps', u'Orthophotography', u'Aerial imagery', u'National Agricultural Imagery Program']",Wisconsin Imagery/LiDAR,9/11/04,2004,"[u'Wisconsin, United States']","ENVELOPE(-92.955616, -86.666103, 47.08304, 42.456895)","44.7699675,-89.8108595",2004
e69946b0-dbf4-4435-b2f6-0560ff8fc393,e69946b0-dbf4-4435-b2f6-0560ff8fc393,"Parcels Wisconsin (Statewide), 2014","This is the final deliverable for Parcels in the LinkWISCONSIN EBM Parcel Mapping Project. This feature class represents a comprehensive, spatially referenced collection of parcel geometries as recognized by local-level governments within the state of Wisconsin (amalgamated from county level and municipal-level data). This layer represents parcel geometries throughout Wisconsin. See the associated document, ParcelSchemaDefinitions.pdf for explanation of the schema elements that this feature class contains. This layer is designed to compliment the associated AddressPoints feature class containd in ths deliverable database.",[u'Public Service Commission of Wisconsin'],,Public,Wisconsin,"{""http://schema.org/url"":""http://www.link.wisconsin.gov/data"",""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_Parcels_2014.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/e69946b0-dbf4-4435-b2f6-0560ff8fc393/formatters/xml""}",e69946b0-dbf4-4435-b2f6-0560ff8fc393,e69946b0-dbf4-4435-b2f6-0560ff8fc393,Polygon,2017-12-20T16:18:55Z,Geodatabase,English,Dataset,"[u'Location', u'Planning and Cadastral', u'Structure', u'Parcels', u'Land ownership', u'Structure', u'House locations']",State of Wisconsin,12/22/14,2014,"[u'Wisconsin, United States']","ENVELOPE(-92.955616, -86.666103, 47.08304, 42.456895)","44.7699675,-89.8108595",2014
4925e053-1780-4824-a52d-6f21930cecad,4925e053-1780-4824-a52d-6f21930cecad,"PLSS Townships (Landnet), Wisconsin 1996","This data set is a polygon shapefile representing Public Land Survey System (PLSS) townships. The data are a subset of the Wisconsin DNR's 'Landnet' database, automated from 1:24,000-scale sources.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_PLSSTownships_1996.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/landnet/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4925e053-1780-4824-a52d-6f21930cecad/formatters/xml""}",4925e053-1780-4824-a52d-6f21930cecad,4925e053-1780-4824-a52d-6f21930cecad,Polygon,2017-12-07T17:20:16Z,Shapefile,English,Dataset,"[u'Location', u'Planning and Cadastral', u'Boundaries', u'Surveying', u'Public lands', u'Public land survey system']",Wisconsin Department of Natural Resources (DNR),12/26/95,1996,"[u'Wisconsin, United States']","ENVELOPE(-92.978136, -86.68877, 47.094004, 42.457505)","44.7757545,-89.833453",1996
