uuid,dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_id_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dc_source_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i,thumbnail_path_ss
b9b40f9a-e729-48f7-a1e9-bfdec204a77a,b9b40f9a-e729-48f7-a1e9-bfdec204a77a,"Height Modernization (ILHMP) LiDAR Data: Edwards County, Illinois: 2011","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data, and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-99-005-10. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'AeroMetric, Inc.']","[u'AeroMetric, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/edwards/edwards_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/b9b40f9a-e729-48f7-a1e9-bfdec204a77a/formatters/xml""}",b9b40f9a-e729-48f7-a1e9-bfdec204a77a,b9b40f9a-e729-48f7-a1e9-bfdec204a77a,Mixed,2017-12-22T17:36:31Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2012-06-25,2011,"[u'Edwards County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-88.15, -87.934, 38.569, 38.255)","38.412,-88.042",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
d0d96103-64f2-46c0-b7cd-254ab63f75c8,d0d96103-64f2-46c0-b7cd-254ab63f75c8,"Statewide 30-Meter Digital Elevation Model: Illinois, 2003","This data set is a digital elevation model (DEM) of Illinois in ArcInfo grid format. The data are stored in UTM coordinates, using a Transverse Mercator projection with the parameters of UTM Zone 16, NAD27. The data have a 30-meter ground resolution. The x- and y-coordinate values are in meters and the z-values are in feet. This DEM is a mosaicked model of USGS 30x30 meter DEMs, showing 1:24,000-SCALE quadrangle map boundaries that extend in an irregular buffer outside the state boundary. The ISGS and USGS shared the cost to update a number of the DEMs from Level 1 (low quality) elevation data to Level 2 (best quality) to make this the highest resolution, statewide DEM coverage currently available. Due to budget constraints, an area in southeastern Illinois area has not been upgraded to Level 2 elevation data. The difference in quality is noticeable by the horizontal striping characteristic of Level 1 elevation data.","[u'Lisa Smith', u'Chris Goldsmith', u'Donald Luman']",[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/elevation/surface-elevation-30-meter-digital-elevation-model-dem"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Elevation/zips/IL_Dem_30m.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_DEM_30M/ImageServer"",""http://www.opengis.net/cat/csw/csdgm"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/il_dem_30m.xml"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/d0d96103-64f2-46c0-b7cd-254ab63f75c8/formatters/xml""}",d0d96103-64f2-46c0-b7cd-254ab63f75c8,d0d96103-64f2-46c0-b7cd-254ab63f75c8,Raster,2017-12-22T17:36:33Z,Raster Dataset,English,Dataset,[u'Elevation'],Illinois Geospatial Data Clearinghouse,,2002-12-28,2003,"[u'Illinois, United States']","ENVELOPE(-91.5336, -87.249, 42.6108, 36.8568)","39.7338,-89.3913",2003,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/il_dem_30m.jpg
57f47e61-eb8a-4fba-9f24-6a633e4a0249,57f47e61-eb8a-4fba-9f24-6a633e4a0249,"Height Modernization (ILHMP) LiDAR Data: Jasper County, Illinois: 2011","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data, and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-99-005-10. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'AeroMetric, Inc.']","[u'AeroMetric, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/jasper/jasper_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/57f47e61-eb8a-4fba-9f24-6a633e4a0249/formatters/xml""}",57f47e61-eb8a-4fba-9f24-6a633e4a0249,57f47e61-eb8a-4fba-9f24-6a633e4a0249,Mixed,2017-12-22T17:36:56Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2012-06-25,2011,"[u'Jasper County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-88.364, -87.944, 39.172, 38.845)","39.0085,-88.154",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
7f7a3727-3544-41a9-80f6-44091edb67f2,7f7a3727-3544-41a9-80f6-44091edb67f2,"Height Modernization (ILHMP) LiDAR Data: Perry County, Illinois: 2014","This project involved fixed wing aerial LIDAR data collected at a contracted point spacing of 1.0 meters for the Illinois Counties of Perry, Franklin and Jackson totaling approximately 1,745 square miles.",[u'Surdex Corporation'],,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/perry/perry_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/7f7a3727-3544-41a9-80f6-44091edb67f2/formatters/xml""}",7f7a3727-3544-41a9-80f6-44091edb67f2,7f7a3727-3544-41a9-80f6-44091edb67f2,Mixed,2017-12-22T17:36:40Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2014-01-02,2014,"[u'Perry County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-89.634663, -89.09463, 38.244588, 37.939257)","38.0919225,-89.3646465",2014,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
3649b15d-9516-431a-9bc0-a9e8d3e0497f,3649b15d-9516-431a-9bc0-a9e8d3e0497f,"Height Modernization (ILHMP) LiDAR Data: Peoria County, Illinois: 2012","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data, and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-94-025-10. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'AeroMetric, Inc.']","[u'AeroMetric, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/peoria/peoria_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/3649b15d-9516-431a-9bc0-a9e8d3e0497f/formatters/xml""}",3649b15d-9516-431a-9bc0-a9e8d3e0497f,3649b15d-9516-431a-9bc0-a9e8d3e0497f,Mixed,2017-12-22T17:36:34Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2013-03-28,2011-2012,"[u'Peoria County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-89.991, -89.444, 40.975, 40.51)","40.7425,-89.7175",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
4ae2e31a-9b0c-40d8-8783-6cbe1001d9f9,4ae2e31a-9b0c-40d8-8783-6cbe1001d9f9,"Soil Associations Map (500K): Illinois, 2004","This is a polygon feature class showing soil associations in Illinois, from the General Soil Map of Illinois (Fehrenbacher, 1982). Created in 1984 by ESRI. A soil association is a group of related soil series that generally occur in a characteristic pattern of landscapes that have identifiable topographic features, slopes, and parent materials. The General Soil Map of Illinois (scale 1:500,000) identifies the location and extent of 50 soil association types.",[u'Illinois State Geological Survey'],[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/geology/soil-associations-map-500k"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Soil_Associations_1984_Py.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4ae2e31a-9b0c-40d8-8783-6cbe1001d9f9/formatters/xml""}",4ae2e31a-9b0c-40d8-8783-6cbe1001d9f9,4ae2e31a-9b0c-40d8-8783-6cbe1001d9f9,Polygon,2017-12-22T17:36:53Z,Shapefile,English,Dataset,[u'Geoscientific information'],Illinois Geospatial Data Clearinghouse,,1984-01-01,1984,"[u'Illinois, United States']","ENVELOPE(-91.510917, -87.02234, 42.510709, 36.968509)","39.739609,-89.2666285",1984,
8f7d5fa9-1708-457b-96a9-0584d6825bf9,8f7d5fa9-1708-457b-96a9-0584d6825bf9,"Height Modernization (ILHMP) LiDAR Data: Douglas County, Illinois: 2012","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-95-052-11. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'AeroMetric, Inc.']","[u'AeroMetric, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/douglas/douglas_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8f7d5fa9-1708-457b-96a9-0584d6825bf9/formatters/xml""}",8f7d5fa9-1708-457b-96a9-0584d6825bf9,8f7d5fa9-1708-457b-96a9-0584d6825bf9,Mixed,2017-12-22T17:36:43Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2013-10-11,2012,"[u'Douglas County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-88.475, -87.935, 39.882, 39.649)","39.7655,-88.205",2012,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
d93a6084-e53d-4880-8aca-37973728fbf6,d93a6084-e53d-4880-8aca-37973728fbf6,"Height Modernization (ILHMP) LiDAR Data: Wabash River, Illinois: 2012","QA/QC checkpoints were collected by field survey throughout the AOI. These points were used for an independent (blind) quality check of the processed LiDAR data. LiDAR acquisition and processing to the Point Cloud product took place during the 2010 fall flight season. See MIP Case 11-05-2218S for further information and documentation. Processing to the fully classified dataset took place under the FY11 tasking. The deliverable consists of tiles of fully classified LAS 1.2 points. A narrative accompanies this deliverable, as well as the independent QC report, and a QA report.",[u'Federal Emergency Management Agency'],[u'Federal Emergency Management Agency'],Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/project-areas/WabashRiver/Wabash_Tile_Index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/d93a6084-e53d-4880-8aca-37973728fbf6/formatters/xml""}",d93a6084-e53d-4880-8aca-37973728fbf6,d93a6084-e53d-4880-8aca-37973728fbf6,Mixed,2017-12-22T17:36:57Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2012-04-30,2012,"[u'Wabash River, Illinois, United States', u'Illinois, United States']","ENVELOPE(-88.232284, -87.041088, 39.790729, 37.640155)","38.715442,-87.636686",2012,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
4ad4b77d-d789-4480-87d6-478f7fec48f0,4ad4b77d-d789-4480-87d6-478f7fec48f0,"Height Modernization (ILHMP) LiDAR Data: Whiteside County, Illinois: 2009","This LiDAR data is within Illinois Department of Transportation District 2 and includes Whiteside County, Illinois. The data is updated from its original format to LAS version 1.2. The LiDAR data was collected in March 2009 as 'Whiteside County, Illinois LiDAR Acquisition' - ILDOT Project No. P-30-007-08, PTB 146, Item 41 and AM151-059-03, PTB 151 Item #59. Data was acquired by Quantum Spatial as project 1090711 with an Optech ALTM Gemini sensor equipped with an inertial measuring unit (IMU) and GPS receiver. The acquisition was to produce first return ASCII, bare earth ASCII, DAT and TIN files.","[u'Quantum Spatial, Inc. (formerly AeroMetric, Inc.)']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/whiteside/whiteside_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4ad4b77d-d789-4480-87d6-478f7fec48f0/formatters/xml""}",4ad4b77d-d789-4480-87d6-478f7fec48f0,4ad4b77d-d789-4480-87d6-478f7fec48f0,Mixed,2017-12-22T17:36:32Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2014-06-12,2009-2014,"[u'Whiteside County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-90.247, -89.628, 41.93, 41.583)","41.7565,-89.9375",2009,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
4c54005d-6d2c-4a1f-a43d-5e1592b26eda,4c54005d-6d2c-4a1f-a43d-5e1592b26eda,"Structural Features- Line Features (Axial or Flexure) of Anticlines, Synclines and Monoclines: Illinois, 1995","This is a partial representation of Plate 1 from ISGS Bulletin 100 (1993). Features depicted are limited to well documented, significant anticlines, synclines and monoclines in Illinois. Names of the features and the geologic horizons (bedrock unit) on which they were mapped are included. This data set must be used in conjunction with the other feature classes in this dataset for a full representation of Plate 1 of ISGS Bulletin 100.",[u'Illinois State Geological Survey'],[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/geology/structural-features-anticlines-synclines-and-monoclines"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Struct_Feat_Clines_1995_Ln.zip"",""http://www.opengis.net/cat/csw/csdgm"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Struct_Feat_Clines_1995_Ln.xml"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4c54005d-6d2c-4a1f-a43d-5e1592b26eda/formatters/xml""}",4c54005d-6d2c-4a1f-a43d-5e1592b26eda,4c54005d-6d2c-4a1f-a43d-5e1592b26eda,Mixed,2017-12-22T17:36:56Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Structure', u'Geology']",Illinois Geospatial Data Clearinghouse,,1994-12-28,1995,"[u'Illinois, United States']","ENVELOPE(-91.144923, -87.609669, 42.512065, 37.184937)","39.848501,-89.377296",1995,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Geology/images/structclinesb.gif
923b98db-ecef-4e71-8616-699857bef501,923b98db-ecef-4e71-8616-699857bef501,"Height Modernization (ILHMP) LiDAR Data: Knox County, Illinois: 2012","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data, and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-94-025-10. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'AeroMetric, Inc.']","[u'AeroMetric, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/knox/knox_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/923b98db-ecef-4e71-8616-699857bef501/formatters/xml""}",923b98db-ecef-4e71-8616-699857bef501,923b98db-ecef-4e71-8616-699857bef501,Mixed,2017-12-22T17:36:31Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2013-03-28,2011-2012,"[u'Knox County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-90.444, -89.98, 41.155, 40.712)","40.9335,-90.212",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
5cde1dd4-f2f8-46a1-9054-f7d868d58a56,5cde1dd4-f2f8-46a1-9054-f7d868d58a56,"Potential of Agricultural Chemical Contamination of Aquifers, 2004: Illinois","This is a statewide SDE feature dataset for evaluating the potential for contamination of shallow aquifers by pesticides and nitrate. The sources of this data set were published and digitized at 1:250,000; however, the soils map and depth to aquifer map (stack-unit map) were generated from source data mapped at 1:15,000 and 1:64,000, respectively. This aquifer sensitivity map was published at 1:500,000 (statewide map), and 1:250,000 (county maps). Nominal scale is 1:250,000. Two statewide data sets were identified as containing information that would be useful for producing aquifer sensitivity maps: a soil association map (and database) and a map of geologic materials to a depth of 50 feet (Stack-unit map). The soil association map and database were used in an interpretive mapping model that generated maps of nitrate and pesticide leaching classes by examining factors that relate to water movement characteristics of the soil. The pesticide contamination sensitivity data set was created by combining the nitrate map interpretations with information on the distribution of organic matter. (Pesticides are organic compounds that tend to adsorb to soil organic matter, and so have their movement in soil water retarded.) One of the results is six nitrate and six pesticide leaching classes that group soil associations based on the relative probability of nitrate and pesticide movement through the associated soil profiles. The ranking is qualitative, and is based on the median leaching value of the soil map units that comprise each soil association. Leaching classes include: Excessive, High, Moderate, Somewhat Limited, Limited, and Very Limited. See ISGS EG 148 for the derivation of these classes. To provide a measure of leaching class variability within each association, leaching class range values were calculated. Four trimmed range values were determined for the leaching classes in each soil association to give an indication of the variability within a specific leaching class. This data set is necessary because each soil association could have only a single leaching class value assigned to it. This item was calculated by sorting the component soil series in order of their leaching characteristic within the association. The trimmed range is the domain of leaching characteristic values between the 90th and 10th quantiles in the sorted list.To reduce the impact of extreme leaching class values on this estimate, the the range values were trimmed so that the upper and lower 10% of values were not included in the calculation. These trimmed range values were used as an overprint on the published map of leaching classes (see cross reference entries). For example, a particular soil association may have pesticide leaching values that range from 'Excessive' to 'Somewhat Limited', with a median value of 'Moderate'. This soil association is assigned an overall leaching value of 'Moderate', with a range of 4 (being the values Excessive, High, Moderate, and Somewhat Limited). The ISGS statewide Stack-Unit map was used to create a map of depth to the uppermost aquifer, which was then combined with the maps of nitrate and pesticide leaching classes to ultimately derive aquifer sensitivity to contamination by nitrate and pesticide leaching. Six aquifer sensitivity classes are indicated: Excessive, High, Moderate, Somewhat limited, Limited, and Very limited. Disturbed land and surface water areas are also shown. These data are to be used in conjunction with ISGS Environmental Geology report 148.","[u'Donald A. Keefer, Illinois State Geological Survey']",[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/hydrology/potential-agricultural-chemical-contamination-aquifers"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Hydrology/zips/IL_Aquifer_Agri_Contam_Potent.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/5cde1dd4-f2f8-46a1-9054-f7d868d58a56/formatters/xml""}",5cde1dd4-f2f8-46a1-9054-f7d868d58a56,5cde1dd4-f2f8-46a1-9054-f7d868d58a56,Mixed,2017-12-22T17:36:48Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Farming', u'Agriculture']",Illinois Geospatial Data Clearinghouse,,1995-01-01,1995,"[u'Illinois, United States']","ENVELOPE(-91.4244, -87.384, 42.4951, 36.954)","39.72455,-89.4042",1995,
8d3dd9f2-9e9a-4d21-a098-89532e863148,8d3dd9f2-9e9a-4d21-a098-89532e863148,"Height Modernization (ILHMP) LiDAR Data: Lee County, Illinois: 2009","This LiDAR data is within Illinois Department of Transportation District 2 and includes Lee County, Illinois. The data is updated from its original format to LAS version 1.2. The LiDAR data was collected in March 2009 as 'Lee County, Illinois LiDAR Acquisition' - ILDOT Project No. AM151-059-04, PTB 151, Item59. Data was acquired by Quantum Spatial as project 1090716 with an Optech ALTM Gemini sensor equipped with an inertial measuring unit (IMU) and GPS receiver. The acquisition was to produce first return ASCII, bare earth ASCII, DAT and TIN files.","[u'Quantum Spatial, Inc. (formerly AeroMetric, Inc.)']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/lee/lee_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8d3dd9f2-9e9a-4d21-a098-89532e863148/formatters/xml""}",8d3dd9f2-9e9a-4d21-a098-89532e863148,8d3dd9f2-9e9a-4d21-a098-89532e863148,Mixed,2017-12-22T17:36:28Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2014-06-12,2009-2014,"[u'Lee County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-89.635, -88.932, 41.914, 41.585)","41.7495,-89.2835",2009,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
6d1d2b7e-323c-4feb-9e78-d62ec5357328,6d1d2b7e-323c-4feb-9e78-d62ec5357328,"State Plane Zones: Illinois, 2007",This polygon feature class shows State Plane Coordinate System zones in Illinois.,[u'Illinois State Geological Survey'],[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/reference/state-plane-zones"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Reference/zips/IL_BNDY_State_Plane_Zones_Py.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/6d1d2b7e-323c-4feb-9e78-d62ec5357328/formatters/xml""}",6d1d2b7e-323c-4feb-9e78-d62ec5357328,6d1d2b7e-323c-4feb-9e78-d62ec5357328,Polygon,2017-12-22T17:36:43Z,Shapefile,English,Dataset,"[u'Boundaries', u'Planning cadastre']",Illinois Geospatial Data Clearinghouse,,2007-05-01,2007,"[u'Illinois, United States']","ENVELOPE(-91.513518, -87.495214, 42.508348, 36.969972)","39.73916,-89.504366",2007,
