dc_identifier_s,dc_title_s,dc_description_s,dc_rights_s,dc_format_s,dc_language_s,dc_type_s,dc_publisher_sm__-,dc_creator_sm,dc_subject_sm,dct_provenance_s,dct_references_s,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm__-,dct_spatial_sm,dc_relation_sm,thumbnail_path_ss,layer_slug_s,layer_geom_type_s,layer_modified_dt,centroid_s,solr_geom,solr_year_i
dd8f109a-4ab5-49ef-a790-06c4bb56a03c,"Illustrated Atlas of Pottawattamie County, Iowa, 1885","C. R. Allen, 1885, Illustrated Atlas of Pottawattamie County, Iowa; 1atlas: b&w.; 37 X 44 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,C.R. Allen & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6802""}",Iowa Counties Historic Atlases,1885,1885,"Pottawattamie County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4871894|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6802,dd8f109a-4ab5-49ef-a790-06c4bb56a03c,Paper Map,2017-12-8T15:0:40Z,"41.33224105835,-95.5864715576","ENVELOPE(-96.0171051025, -95.1558380127, 41.5057563782, 41.1587257385)",1885
2fa838b4-db9a-4d62-80fa-fec30b325373,"Novak's New Map of Johnson County, Iowa, 1889","J. J. Novak, 1889, Novak's New Map of Johnson County, Iowa; 1atlas: col.; 37 X 46 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,J. J. Novak,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6684""}",Iowa Counties Historic Atlases,1889,1889,"Johnson County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4862732|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6684,2fa838b4-db9a-4d62-80fa-fec30b325373,Paper Map,2017-12-8T15:0:40Z,"41.6420879364,-91.60040283205","ENVELOPE(-91.8337402344, -91.3670654297, 41.8619651794, 41.4222106934)",1889
34093573-f5f3-4663-a5c4-3bae1bb5b240,"Plat Book of Tama County, Iowa, 1892","North West Publishing, 1892, Plat Book of Tama County, Iowa; 1atlas. col.; 39 X 46 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6657""}",Iowa Counties Historic Atlases,1892,1892,"Tama County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4878233|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6657,34093573-f5f3-4663-a5c4-3bae1bb5b240,Paper Map,2017-12-8T15:0:40Z,"42.07969093325,-92.53366851805","ENVELOPE(-92.7696914673, -92.2976455688, 42.2976150513, 41.8617668152)",1892
2572b511-63e3-439b-b90c-034ee2d93732,"Atlas of Washington County, Iowa, 1874","Harrison and Warner, 1874, Atlas of Washington County, Iowa.; 1 atlas: b&w.; 36 x 41 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Harrison & Warner,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6609""}",Iowa Counties Historic Atlases,1874,1874,"Washington County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4880748|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6609,2572b511-63e3-439b-b90c-034ee2d93732,Paper Map,2017-12-8T15:0:41Z,"41.33665275575,-91.7155265808","ENVELOPE(-91.9471511841, -91.4839019775, 41.5116004944, 41.1617050171)",1874
4d349c06-4bac-4ad7-85c5-2094b4de8a0e,"Illustrated Atlas of Black Hawk County, Iowa, 1896","Kace Publishing Company's, 1896 Illustrated Atlas of Black Hawk County, Iowa.; 1 atlas: b&w.; 39 x 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Kace Publishing Company,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6583""}",Iowa Counties Historic Atlases,1896,1896,"Black Hawk County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4848699|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6583,4d349c06-4bac-4ad7-85c5-2094b4de8a0e,Paper Map,2017-12-8T15:0:41Z,"42.46924972535,-92.31006240845","ENVELOPE(-92.5553970337, -92.0647277832, 42.6413230896, 42.2971763611)",1896
4b31a100-b81d-4c86-bc39-9564ad837313,"Plat book of Floyd County, Iowa, 1895","Union Publishing Company, 1895, Plat Book of Floyd County, Iowa; 1 atlas: b&w.; 41 x 48 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Union Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6551""}",Iowa Counties Historic Atlases,1895,1895,"Floyd County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4857314|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6551,4b31a100-b81d-4c86-bc39-9564ad837313,Paper Map,2017-12-8T15:0:41Z,"43.05939102175,-92.78981399535","ENVELOPE(-93.0259857178, -92.5536422729, 43.212890625, 42.9058914185)",1895
593d311f-aa6a-448e-be02-57d5450f52d9,"Standard Atlas of Greene County, Iowa, 1917","Geo. A. Ogle & Co., 1917, Standard Atlas of Greene County, Iowa.; 1 atlas: b&w.; 39 x 45 cm. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6525""}",Iowa Counties Historic Atlases,1917,1917,"Greene County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4859214|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6525,593d311f-aa6a-448e-be02-57d5450f52d9,Paper Map,2017-12-8T15:0:41Z,"42.0353527069,-94.39754867555","ENVELOPE(-94.6302261353, -94.1648712158, 42.2090911865, 41.8616142273)",1917
104a3147-97c5-4be5-a91f-55e1e89df8e5,"Standard Atlas of Jefferson County, Iowa, 1909","Geo. A. Olge & Co.'s 1909 Atlas of Jefferson County, Iowa; 1 atlas: b&w; 45 X 38 cm. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6460""}",Iowa Counties Historic Atlases,1909,1909,"Jefferson County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4862494|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6460,104a3147-97c5-4be5-a91f-55e1e89df8e5,Paper Map,2017-12-8T15:0:41Z,"41.03141403195,-91.94935226445","ENVELOPE(-92.1815643311, -91.7171401978, 41.1635856628, 40.8992424011)",1909
742429ea-da2e-4da9-93c1-f8cb174427df,"Atlas of Mills County, Iowa, 1921","Anderson Publishing Co., 1921, Atlas of Mills County, Iowa; 1 atlas: col.; 37 x 45 cm. Material in the public domain. No restrictions on use. Collection Permissions",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6411""}",Iowa Counties Historic Atlases,1921,1921,"Mills County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4867477|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6411,742429ea-da2e-4da9-93c1-f8cb174427df,Paper Map,2017-12-8T15:0:42Z,"41.02991104125,-95.632938385","ENVELOPE(-95.8822784424, -95.3835983276, 41.1595687866, 40.9002532959)",1921
f632c013-d979-4ac8-9642-244619b0c75a,"Atlas of Chickasaw County, Iowa, 1915","Anderson Publishing Co.'s 1915 Standard Historical Atlas of Chickasaw County, Iowa.; 1 atlas: b&w.: 45 X 37 Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6371""}",Iowa Counties Historic Atlases,1915,1915,"Chickasaw County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851303|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6371,f632c013-d979-4ac8-9642-244619b0c75a,Paper Map,2017-12-8T15:0:42Z,"43.0595378876,-92.31760406495","ENVELOPE(-92.5544433594, -92.0807647705, 43.2131843567, 42.9058914185)",1915
ef6fbb74-8459-47af-9272-e466cf76a1d2,"Illustrated Atlas of Harrison County, Iowa, 1884",C.R. Allen & Co.'s 1884 Illustrated Atlas of Harrison County; 1 atlas: b&w.: 42 X 34 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City),Public,JPEG,eng,Image,C.R. Allen & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6299""}",Iowa Counties Historic Atlases,1884,1884,"Harrison County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4859901|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6299,ef6fbb74-8459-47af-9272-e466cf76a1d2,Paper Map,2017-12-8T15:0:42Z,"41.6853504181,-95.81665039065","ENVELOPE(-96.1364593506, -95.4968414307, 41.865650177, 41.5050506592)",1884
d0c015cc-5984-4fce-9b4f-d662ade3315a,"Plat Book of Clay County, Iowa, 1887","Interstate Publishing Co.'s 1887 Plat Book of Clay County, Iowa; 1 atlas: b&w.: 45 X 38 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Interstate Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6218""}",Iowa Counties Historic Atlases,1887,1887,"Clay County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851866|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6218,d0c015cc-5984-4fce-9b4f-d662ade3315a,Paper Map,2017-12-8T15:0:42Z,"43.0822467804,-95.1506729126","ENVELOPE(-95.3881607056, -94.9131851196, 43.256023407, 42.9084701538)",1887
29c79efb-5e1c-4f25-ab9f-474e484bf516,"Atlas of Scott County, Iowa, 1894","M. Huebinger's 1894 Atlas of Scott County, Iowa; 1 atlas: b&w.: 45 X 40 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Huebinger Survey and Map Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6182""}",Iowa Counties Historic Atlases,1894,1894,"Scott County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4875785|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6182,29c79efb-5e1c-4f25-ab9f-474e484bf516,Paper Map,2017-12-8T15:0:42Z,"41.611951828,-90.60861587525","ENVELOPE(-90.9009552002, -90.3162765503, 41.7743835449, 41.4495201111)",1894
a136f8d4-0d98-45d8-8895-ef063a76fbf4,"Atlas of Page County Iowa, 1920","Anderson Publishing Company's 1920 Atlas of Page County, Iowa.; 1 atlas: col.; 28.5 X 45 cm. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6110""}",Iowa Counties Historic Atlases,1920,1920,"Page County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4870567|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6110,a136f8d4-0d98-45d8-8895-ef063a76fbf4,Paper Map,2017-12-8T15:0:43Z,"40.73858451845,-95.15079498295","ENVELOPE(-95.3852386475, -94.9163513184, 40.9023284912, 40.5748405457)",1920
6e5eda93-7c75-4608-9021-1bc40639bd6d,"Plat Book of Greene County, Iowa, 1896","Northwest Publishing Company's 1896 Plat Book of Greene County, Iowa; 1 atlas: b&w.: 46 X 37 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6062""}",Iowa Counties Historic Atlases,1896,1896,"Greene County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4859214|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6062,6e5eda93-7c75-4608-9021-1bc40639bd6d,Paper Map,2017-12-8T15:0:43Z,"42.0353527069,-94.39754867555","ENVELOPE(-94.6302261353, -94.1648712158, 42.2090911865, 41.8616142273)",1896
cf35d64f-1f61-4626-ae18-4e0d9da9089f,"Standard Atlas of Palo Alto County, Iowa, 1908","Geo. A. Olge & Co.'s 1908 Standard Atlas of Palo Alto County, Iowa; 1 atlas: b&w.: 44 X 38 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/6025""}",Iowa Counties Historic Atlases,1908,1908,"Palo Alto County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4870630|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/6025,cf35d64f-1f61-4626-ae18-4e0d9da9089f,Paper Map,2017-12-8T15:0:43Z,"43.0814666748,-94.6797637939","ENVELOPE(-94.9160919189, -94.4434356689, 43.2561302185, 42.9068031311)",1908
4dceaf8d-6cbb-4d4b-af47-b6b3f3374d13,"Atlas of Keokuk County, Iowa, 1874","Harrison and Warner's 1874 Atlas of Keokuk County, Iowa; 1 atlas: b&w.: 40 X 34 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Harrison & Warner,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5970""}",Iowa Counties Historic Atlases,1874,1874,"Keokuk County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4863357|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5970,4dceaf8d-6cbb-4d4b-af47-b6b3f3374d13,Paper Map,2017-12-8T15:0:43Z,"41.33596229555,-92.17946624755","ENVELOPE(-92.4136047363, -91.9453277588, 41.5107955933, 41.1611289978)",1874
fae6992f-c953-44e3-83fa-47493570911a,"Plat Book of Butler County, Iowa, 1895","Union Publishing Company's 1895 Plat Book of Butler County, Iowa; 1 atlas: col.; 15.5 x 17 Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Union Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5945""}",Iowa Counties Historic Atlases,1895,1895,"Butler County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4849935|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5945,fae6992f-c953-44e3-83fa-47493570911a,Paper Map,2017-12-8T15:0:43Z,"42.73102378845,-92.7910118103","ENVELOPE(-93.0283813477, -92.5536422729, 42.9070854187, 42.5549621582)",1895
479fab3c-d3d8-409d-bf1e-0e770d947792,"Atlas of Winnebago County, Iowa, 1913","Anderson Publishing Co.'s 1913 Atlas of Winnebago County, Iowa; 1 atlas: b&w.: 42 X 33 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5906""}",Iowa Counties Historic Atlases,1913,1913,"Winnebago County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4882231|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5906,479fab3c-d3d8-409d-bf1e-0e770d947792,Paper Map,2017-12-8T15:0:44Z,"43.3807010651,-93.73348236085","ENVELOPE(-93.9705352783, -93.4964294434, 43.5046463013, 43.2567558289)",1913
9d5e7b7b-84c6-488e-9027-b0166f9fd3ab,"Atlas of Pocahontas County, Iowa, 1918","Anderson Publishing Co.'s 1918 Atlas of Pocahontas County, Iowa; 1 atlas: b&w.: 36 X 44 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5869""}",Iowa Counties Historic Atlases,1918,1918,"Pocahontas County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4871736|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5869,9d5e7b7b-84c6-488e-9027-b0166f9fd3ab,Paper Map,2017-12-8T15:0:44Z,"42.73285102845,-94.6807060242","ENVELOPE(-94.916885376, -94.4445266724, 42.9084701538, 42.5572319031)",1918
52ff96e5-e994-48eb-bbab-f5e9d4d702aa,"Atlas of Clay County, Iowa, 1919","Anderson Publishing Co.'s 1919 Standard Atlas of Clay County, Iowa.; 1 atlas: b&w.; 38 X 45 cm Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5821""}",Iowa Counties Historic Atlases,1919,1919,"Clay County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851866|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5821,52ff96e5-e994-48eb-bbab-f5e9d4d702aa,Paper Map,2017-12-8T15:0:44Z,"43.0822467804,-95.1506729126","ENVELOPE(-95.3881607056, -94.9131851196, 43.256023407, 42.9084701538)",1919
1e84a33d-9366-4d10-b39a-659b1edcbafe,"Plat Book of Decatur County, Iowa, 1894","North West Publishing's 1894 Plat Book of Decatur County, Iowa; 1 atlas; b&w.;39x45 Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5775""}",Iowa Counties Historic Atlases,1894,1894,"Decatur County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4853590|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5775,1e84a33d-9366-4d10-b39a-659b1edcbafe,Paper Map,2017-12-8T15:0:44Z,"40.73620605465,-93.7873649597","ENVELOPE(-94.0182266235, -93.5565032959, 40.8989295959, 40.5734825134)",1894
a6cc2ab8-25f9-4e4e-b36a-728d5440df67,"Atlas of Sac County, Iowa, 1908","Geo. A. Olge & Co.'s 1908 Standard Atlas of Sac County, Iowa; 1 atlas: b&w.: 40 X 46 cm. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5735""}",Iowa Counties Historic Atlases,1908,1908,"Sac County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4873899|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5735,a6cc2ab8-25f9-4e4e-b36a-728d5440df67,Paper Map,2017-12-8T15:0:45Z,"42.38532066345,-95.1229286194","ENVELOPE(-95.3883743286, -94.8574829102, 42.5610923767, 42.2095489502)",1908
c44d7389-9c55-461f-b7b7-8804a0067fe4,"Atlas of Clarke County, Iowa, 1915","Osceola Democrat's 1915 Altas of Clarke County, Iowa; 1 atlas: b&w.: 31 X 40 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Osceola Democrat,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5674""}",Iowa Counties Historic Atlases,1915,1915,"Clarke County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851832|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5674,c44d7389-9c55-461f-b7b7-8804a0067fe4,Paper Map,2017-12-8T15:0:45Z,"41.0287265778,-93.78656768795","ENVELOPE(-94.0151672363, -93.5579681396, 41.1613349915, 40.8961181641)",1915
d9db6743-7229-4b7f-91dd-e2a0edc86b46,"Atlas of Clarke County, Iowa, 1909","Osceola Sentinel's 1909 Historical Atlas of Clarke County, Iowa; 1 atlas: b&w.; 30 X 35 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Osceola Sentinel,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5639""}",Iowa Counties Historic Atlases,1909,1909,"Clarke County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851832|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5639,d9db6743-7229-4b7f-91dd-e2a0edc86b46,Paper Map,2017-12-8T15:0:46Z,"41.0287265778,-93.78656768795","ENVELOPE(-94.0151672363, -93.5579681396, 41.1613349915, 40.8961181641)",1909
a878356b-55cd-4b59-96db-4d10dd15203e,"Standard Atlas of Wright County, Iowa, 1912","Geo. A. Ogle & Co.'s 1912 Standard Atlas of Wright County, Iowa.; 1 atlas: b&w.; 39 X 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5607""}",Iowa Counties Historic Atlases,1912,1912,"Wright County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4882561|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5607,a878356b-55cd-4b59-96db-4d10dd15203e,Paper Map,2017-12-8T15:0:47Z,"43.3801651001,-93.26071929935","ENVELOPE(-93.4976882935, -93.0237503052, 43.5039520264, 43.2563781738)",1912
87aea489-b561-43a1-8732-fcba09063842,"Atlas of Howard County, Iowa, 1915","W. H. Lee's 1915 Atlas of Howard County, Iowa; 1 atlas: col.; 34 X 44 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,W. H. Lee,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5544""}",Iowa Counties Historic Atlases,1915,1915,"Howard County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4861232|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5544,87aea489-b561-43a1-8732-fcba09063842,Paper Map,2017-12-8T15:0:47Z,"43.35781288145,-92.3174057007","ENVELOPE(-92.5545425415, -92.0802688599, 43.5027351379, 43.212890625)",1915
dd09b6c5-1534-4d6d-a75e-54e5433abe18,"Plat Book of Grundy County, Iowa, 1884","Chandler & Co's plat book of Grundy County, Iowa; 1 atlas: b&w.; 35 X 41 cm Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Chandler & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5504""}",Iowa Counties Historic Atlases,1884,1884,"Grundy County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4859441|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5504,dd09b6c5-1534-4d6d-a75e-54e5433abe18,Paper Map,2017-12-8T15:0:47Z,"42.3827896118,-92.7818183899","ENVELOPE(-93.0283813477, -92.5352554321, 42.5561714172, 42.2094078064)",1884
04f77f7a-c070-4dd6-a9f8-e2daeffda161,"Standard Atlas of Iowa County, Iowa, 1917","Anderson Publishing Co.'s 1917 Standard Atlas of Iowa County, Iowa.; 1 atlas: b&w.: 38 X 45 cm Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5478""}",Iowa Counties Historic Atlases,1917,1917,"Iowa County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4831820|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5478,04f77f7a-c070-4dd6-a9f8-e2daeffda161,Paper Map,2017-12-8T15:0:47Z,"41.68614196775,-92.06432724","ENVELOPE(-92.301651001, -91.827003479, 41.8626937866, 41.5095901489)",1917
b0a0e308-a45d-490e-b156-4ae538dfc618,"Standard Atlas of Cherokee County, Iowa, 1907","Geo. A. Ogle & Co.'s 1907 Standard Atlas of Cherokee County, Iowa.; 1 atlas: b&w.; 39 X 45 cm Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/5430""}",Iowa Counties Historic Atlases,1907,1907,"Cherokee County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851249|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/5430,b0a0e308-a45d-490e-b156-4ae538dfc618,Paper Map,2017-12-8T15:0:48Z,"42.73477363585,-95.62377548215","ENVELOPE(-95.8600311279, -95.3875198364, 42.9093933105, 42.5601539612)",1907
